NAME	TITLE	SCORE	
CFHR2	NA	0.21456115	
FRG2C	NA	0.21453011	
EPX	NA	0.21444508	
PRRX1	NA	0.21427706	
POTEM	NA	0.21411817	
PGLYRP4	NA	0.21327001	
GUCA1C	NA	0.21233085	
MRGPRX2	NA	0.21225065	
CALHM5	NA	0.21202421	
AURKC	NA	0.21199194	
ITIH2	NA	0.21198551	
PLP1	NA	0.2119725	
TCEAL2	NA	0.2119551	
CD5L	NA	0.21188943	
GJB5	NA	0.21187957	
LALBA	NA	0.21183568	
VGLL1	NA	0.21175882	
TMC2	NA	0.21142444	
TMEM35A	NA	0.21093763	
RNASE13	NA	0.21092045	
CAPN6	NA	0.21090828	
VEGFD	NA	0.2106035	
ZIC3	NA	0.21058913	
GPC4	NA	0.21052945	
ORM2	NA	0.21036094	
PRAMEF11	NA	0.21007152	
ZG16	NA	0.20999983	
NBPF15	NA	0.20980935	
AKNAD1	NA	0.20949559	
GDF3	NA	0.20949486	
C16orf78	NA	0.2090666	
ABCG5	NA	0.20891784	
OTP	NA	0.20882532	
LCE2B	NA	0.20850194	
TNP2	NA	0.20837693	
CLEC18B	NA	0.20815411	
OIT3	NA	0.20808513	
ADAM29	NA	0.20802717	
HS6ST2	NA	0.20761225	
RIT2	NA	0.20733419	
IGSF1	NA	0.20720464	
TCEAL6	NA	0.20712242	
PDZK1	NA	0.20705265	
PWWP3B	NA	0.20679902	
GFY	NA	0.20676325	
DYNAP	NA	0.20666568	
SPARCL1	NA	0.20657231	
NPHS1	NA	0.20645864	
CDH9	NA	0.20633164	
DEFB119	NA	0.20616445	
CLEC3A	NA	0.20592958	
ENTHD1	NA	0.20581937	
TYR	NA	0.20578521	
VCX	NA	0.20574407	
ATP8A2	NA	0.20560133	
ZPBP2	NA	0.20559108	
MMP26	NA	0.20554815	
KLRF2	NA	0.20552363	
DEFB123	NA	0.20539783	
CBY2	NA	0.2052773	
MRPS36	NA	0.20526141	
DEFB133	NA	0.20502573	
H2BW2	NA	0.20496672	
PAPPA2	NA	0.20494683	
RGSL1	NA	0.20476632	
SMYD1	NA	0.20450242	
ACE2	NA	0.20436572	
CACNA1E	NA	0.20434979	
IGSF10	NA	0.20416227	
GKN1	NA	0.20411319	
ADAD1	NA	0.20410785	
GPHB5	NA	0.20399779	
GRIA3	NA	0.2039365	
TMEM174	NA	0.20382425	
PCDHA9	NA	0.20370586	
REG1B	NA	0.20344238	
SLC9C2	NA	0.20329358	
FGF10	NA	0.20316623	
FGF3	NA	0.20315269	
ANXA8	NA	0.2030949	
LRCH2	NA	0.20301734	
SPRY3	NA	0.202942	
KCND1	NA	0.20288804	
MYL7	NA	0.20246565	
SLC7A3	NA	0.20245883	
RBP3	NA	0.20243244	
LRRC17	NA	0.20242117	
DEFA6	NA	0.20236741	
SLC2A2	NA	0.2022815	
MYLK3	NA	0.20228031	
FAM25C	NA	0.20223735	
SPDYE4	NA	0.20216462	
EQTN	NA	0.20211343	
ZNF804A	NA	0.20208257	
PRG3	NA	0.20159052	
TRIM77	NA	0.2015626	
APOC4	NA	0.20150039	
DPT	NA	0.20147471	
GPR143	NA	0.20127055	
CCNB3	NA	0.20125534	
SLC22A11	NA	0.20117742	
MBD3L2	NA	0.20116402	
XG	NA	0.20115605	
ITLN2	NA	0.20108345	
CELA2B	NA	0.2010655	
FNDC7	NA	0.2008504	
SYNRG	NA	0.2008295	
FABP2	NA	0.20064566	
TPPP2	NA	0.20050925	
EGFL6	NA	0.20049378	
CYP3A4	NA	0.20015335	
CNTN6	NA	0.200045	
HAPLN1	NA	0.19979464	
SMIM23	NA	0.19978234	
NR0B1	NA	0.19973767	
GABRE	NA	0.19970243	
MUSK	NA	0.1995596	
SEPTIN14	NA	0.19923177	
TRO	NA	0.19920878	
TMEM31	NA	0.19918193	
TRIM64B	NA	0.19914891	
PGAP4	NA	0.198958	
KRT6A	NA	0.19882452	
WDR72	NA	0.19843327	
PPEF1	NA	0.19821641	
CSAG1	NA	0.19814257	
SLC22A1	NA	0.19805127	
FGF6	NA	0.1980497	
PAGE5	NA	0.1979784	
CST8	NA	0.1979629	
TRPC5	NA	0.19792801	
CGB5	NA	0.1979103	
GPR17	NA	0.19788538	
NMUR2	NA	0.1973958	
MAGEA1	NA	0.19715752	
TENM1	NA	0.19715446	
KRT222	NA	0.19709513	
CFAP47	NA	0.19704294	
ASB12	NA	0.1969981	
TINAG	NA	0.19697681	
WFDC10B	NA	0.19696654	
SLC6A14	NA	0.1969571	
RGS21	NA	0.19694649	
DEFB115	NA	0.19678313	
GDPD2	NA	0.19677433	
DEFB132	NA	0.1966968	
MROH2B	NA	0.19658618	
HNRNPCL1	NA	0.19658409	
SMIM6	NA	0.19657233	
PTF1A	NA	0.19650654	
BTNL9	NA	0.19649486	
MAGEA12	NA	0.19648932	
SLC6A5	NA	0.19616826	
METTL11B	NA	0.19609123	
CHRNA6	NA	0.19586927	
MAMLD1	NA	0.1958481	
ZNF479	NA	0.19583312	
BGN	NA	0.19583209	
AGXT2	NA	0.19568548	
KCNT2	NA	0.19562261	
TMPRSS11D	NA	0.19560625	
APCS	NA	0.19555901	
FAM9C	NA	0.19554931	
TPRX1	NA	0.19552194	
IL3	NA	0.1954908	
DEFB130A	NA	0.19538726	
SERPINB12	NA	0.19527574	
RPTN	NA	0.19526479	
CYP2C19	NA	0.19522531	
SPATA45	NA	0.1952237	
HOXB5	NA	0.19522066	
RAB41	NA	0.19507475	
PGM5	NA	0.19499497	
ST18	NA	0.19498101	
CCL26	NA	0.19485638	
TMEM255A	NA	0.19461446	
CNTNAP4	NA	0.19460106	
ARSH	NA	0.19453064	
TBX4	NA	0.19446084	
ITGA7	NA	0.194392	
TRIM55	NA	0.19419682	
CRP	NA	0.19414459	
NTF3	NA	0.19400859	
SPINK13	NA	0.19385357	
TTR	NA	0.19367336	
GFRAL	NA	0.19366896	
AC010255.2	NA	0.19357155	
PRODH2	NA	0.1935435	
OLIG2	NA	0.19334468	
DIRAS3	NA	0.1932887	
ODAPH	NA	0.19327185	
PRSS54	NA	0.19318646	
KLK5	NA	0.19316903	
IL36A	NA	0.19315334	
TKTL1	NA	0.19301334	
NKAIN3	NA	0.1928099	
GTF2A1L	NA	0.19273618	
DCAF12L1	NA	0.19266097	
TMEM236	NA	0.19262087	
CNBD1	NA	0.1926038	
PZP	NA	0.19259842	
FAM25A	NA	0.19257285	
TMCO5A	NA	0.19237202	
PAK3	NA	0.19221486	
KHDC3L	NA	0.19200428	
CYLC1	NA	0.19193092	
CHRNB3	NA	0.19177029	
RASD2	NA	0.19172102	
IL17B	NA	0.19164255	
TRHR	NA	0.19161229	
ACSBG1	NA	0.19158243	
NLGN4X	NA	0.1915359	
RNF128	NA	0.1914966	
C11orf42	NA	0.19135468	
TEX15	NA	0.19120625	
CAVIN4	NA	0.19119246	
FBN1	NA	0.191124	
CARD18	NA	0.19104113	
BMP10	NA	0.191022	
CCL1	NA	0.19088382	
C4orf45	NA	0.19081329	
FAM71F1	NA	0.19051498	
NCAN	NA	0.19047847	
LCE1E	NA	0.19045335	
SPINK1	NA	0.19040935	
CEACAM16	NA	0.19038057	
CPXM2	NA	0.19034398	
HBE1	NA	0.1902922	
CCDC70	NA	0.19026583	
HOXD3	NA	0.19024329	
AKAIN1	NA	0.19017722	
FAM71B	NA	0.19003181	
SLC26A8	NA	0.19002773	
ZNF492	NA	0.18999265	
AKAP14	NA	0.1899789	
APOA5	NA	0.18982935	
DCC	NA	0.18981893	
SAG	NA	0.18966427	
POTEB3	NA	0.18959662	
LCE2A	NA	0.18958835	
BPIFB1	NA	0.18955994	
PSG1	NA	0.18955232	
PTH2	NA	0.18943173	
ZCCHC12	NA	0.18940997	
RTL9	NA	0.1893669	
GDF2	NA	0.18935405	
NLRP13	NA	0.18935151	
BEX1	NA	0.18923025	
ZNF705G	NA	0.18904258	
PRG2	NA	0.18895173	
KRT24	NA	0.18879022	
KCNV2	NA	0.18875691	
CCL13	NA	0.18872699	
CRB1	NA	0.18863595	
GPR4	NA	0.18860017	
ZC2HC1B	NA	0.18848722	
GOT1L1	NA	0.18843153	
FGA	NA	0.18841994	
REG4	NA	0.1883634	
IVL	NA	0.18835089	
IGDCC4	NA	0.18831044	
CDH16	NA	0.18830146	
MYBPH	NA	0.18826444	
AFF2	NA	0.18826036	
FHL5	NA	0.1882541	
BAALC	NA	0.18822297	
WFDC9	NA	0.18816791	
ABCG8	NA	0.18810534	
OPRPN	NA	0.18809454	
TDRD6	NA	0.18804096	
MAGEB2	NA	0.18795937	
MUC17	NA	0.18772952	
SLC34A1	NA	0.18770032	
STK32A	NA	0.18767326	
SLC39A12	NA	0.18762557	
FMN2	NA	0.18750043	
KRT28	NA	0.18739152	
PDCL2	NA	0.18725522	
SLC7A13	NA	0.1871772	
SLC17A8	NA	0.18716711	
RXFP1	NA	0.18700638	
SGCZ	NA	0.18695936	
NRAP	NA	0.18692575	
PRAMEF4	NA	0.18685558	
S100A2	NA	0.18677998	
FAM90A1	NA	0.18664597	
TNN	NA	0.18661049	
FAM216B	NA	0.1865714	
GC	NA	0.18654661	
RTP2	NA	0.18643032	
PDE6H	NA	0.1864159	
GPC3	NA	0.18637434	
SRPK3	NA	0.18633775	
PCDHA13	NA	0.18630326	
CD1B	NA	0.1862712	
LCE2C	NA	0.18611799	
C11orf53	NA	0.18607229	
GABRG1	NA	0.18600301	
MLN	NA	0.18596058	
MS4A10	NA	0.18593277	
KCNB1	NA	0.18593088	
TRIML1	NA	0.18583137	
PSG8	NA	0.18573754	
SRPX	NA	0.18571475	
GML	NA	0.18570104	
CLCA2	NA	0.18561354	
TRARG1	NA	0.18552001	
RP1	NA	0.18550187	
PDZD3	NA	0.1854937	
UCN3	NA	0.1854763	
DEFB118	NA	0.18533655	
OXT	NA	0.18504156	
IL25	NA	0.18503761	
LIPI	NA	0.18497775	
PDIA2	NA	0.18488918	
KRT79	NA	0.18486601	
ARMCX1	NA	0.18482459	
CPA4	NA	0.18465757	
ZDHHC15	NA	0.18460624	
PABPC5	NA	0.18449447	
C10orf71	NA	0.1844719	
SAA2	NA	0.18443196	
AGMO	NA	0.18439186	
MAP3K19	NA	0.1843353	
CEACAM5	NA	0.18425314	
SCGB1A1	NA	0.18410863	
PCDHB2	NA	0.18408899	
MC2R	NA	0.18405768	
ZNF157	NA	0.18395862	
APCDD1L	NA	0.18395658	
OSCAR	NA	0.18378936	
GRIA2	NA	0.18378171	
HPSE2	NA	0.1837188	
MYRFL	NA	0.18363516	
PLS3	NA	0.183624	
GAST	NA	0.18358909	
KRT84	NA	0.18358131	
MRGPRF	NA	0.1833412	
ODF1	NA	0.18328173	
ASB11	NA	0.18326016	
LRRC4B	NA	0.1832534	
PRAP1	NA	0.18314454	
NYAP2	NA	0.18278526	
DEFB116	NA	0.18278472	
ELSPBP1	NA	0.18275006	
HGFAC	NA	0.18268313	
MCHR2	NA	0.18265101	
CLEC19A	NA	0.18258184	
PROM1	NA	0.18251769	
HJV	NA	0.18251534	
LRTM2	NA	0.18250299	
LYZL4	NA	0.18249956	
FRMPD2	NA	0.18249059	
TXNDC2	NA	0.18237278	
TTC6	NA	0.18232329	
MAGEA10	NA	0.18224266	
TMC3	NA	0.18217331	
ATP13A5	NA	0.18212534	
KCNU1	NA	0.18208459	
STRA8	NA	0.18207338	
TGIF2LX	NA	0.18205376	
PPEF2	NA	0.18198088	
VWA3A	NA	0.18196814	
CGNL1	NA	0.18190888	
SLN	NA	0.18189788	
BMX	NA	0.18185385	
TRIM50	NA	0.18179041	
SEMA3A	NA	0.18178198	
ST8SIA3	NA	0.18176484	
TWIST2	NA	0.18174863	
TEX49	NA	0.18168807	
NAA11	NA	0.18166023	
PDILT	NA	0.18164723	
EHD2	NA	0.18162037	
TXNDC8	NA	0.18158498	
S100A7A	NA	0.18156123	
ATAD3C	NA	0.18155831	
SFRP1	NA	0.18153617	
CCDC172	NA	0.18152918	
PRAMEF17	NA	0.18132424	
COLEC10	NA	0.18131635	
BCLAF3	NA	0.18121472	
SLC17A6	NA	0.18110867	
PAX3	NA	0.18106717	
GGT5	NA	0.18104829	
CCL11	NA	0.18103279	
PDZRN4	NA	0.18097673	
ZFPM2	NA	0.18093343	
BTBD16	NA	0.18092453	
CSH1	NA	0.18084307	
C22orf42	NA	0.18082733	
SMIM2	NA	0.18077919	
ADORA3	NA	0.18075052	
SPINK7	NA	0.18074739	
DNAAF3	NA	0.18062785	
ZNF536	NA	0.18059197	
KCNK18	NA	0.18058711	
ADH1A	NA	0.18048768	
C4BPB	NA	0.18047737	
FGF23	NA	0.180418	
F13B	NA	0.18040697	
GLIPR1L1	NA	0.18030646	
AQP2	NA	0.18029281	
C10orf53	NA	0.18021123	
SLITRK4	NA	0.18019846	
AMH	NA	0.1801752	
GALR3	NA	0.18011217	
RAB3C	NA	0.18010402	
TMIGD3	NA	0.18002069	
CHRDL1	NA	0.17996752	
GSDMC	NA	0.179932	
PRAMEF12	NA	0.1799291	
TCHHL1	NA	0.17991829	
CARD17	NA	0.17990954	
CDH4	NA	0.17976236	
C16orf90	NA	0.17964683	
DEFB134	NA	0.17960596	
CNTN4	NA	0.17956635	
EDNRB	NA	0.17953621	
IL1RAPL2	NA	0.17952159	
XCR1	NA	0.17947051	
ACTG2	NA	0.17940316	
ZNF732	NA	0.17935227	
KRT26	NA	0.17935064	
TFAP2D	NA	0.17927311	
CHRD	NA	0.17920697	
MATN1	NA	0.17919786	
LELP1	NA	0.17909811	
SHROOM4	NA	0.17909017	
NOX1	NA	0.17903516	
PROKR2	NA	0.17902894	
LGALS14	NA	0.17900832	
SLC22A25	NA	0.17900409	
CER1	NA	0.17896488	
PCDHA3	NA	0.17891839	
CD300LD	NA	0.17887704	
SLC17A9	NA	0.17886546	
CCK	NA	0.1788514	
KCNE2	NA	0.17881255	
TCP10L	NA	0.17880116	
WFDC12	NA	0.17879283	
RS1	NA	0.17874007	
IQCJ	NA	0.1787008	
AVPR2	NA	0.17863196	
GJA1	NA	0.17860177	
CHRM2	NA	0.17859799	
DCT	NA	0.17856878	
ZNF215	NA	0.17855869	
ZNF454	NA	0.17853236	
CPA2	NA	0.17852758	
CCKBR	NA	0.17849192	
TEPP	NA	0.17833592	
GATA4	NA	0.17822175	
MEP1B	NA	0.17809749	
WNT9B	NA	0.17804463	
TEX47	NA	0.1780248	
HSD11B1	NA	0.17799546	
CLTRN	NA	0.17795952	
FAM170B	NA	0.17789559	
PCDHGB4	NA	0.1778586	
TRDN	NA	0.17780733	
GRXCR2	NA	0.17780635	
PAK5	NA	0.17780559	
PPP1R14D	NA	0.1778024	
C20orf173	NA	0.1777635	
CDH19	NA	0.17774338	
A4GALT	NA	0.1777247	
SCN7A	NA	0.1777234	
SYT8	NA	0.17769426	
CCDC17	NA	0.17769383	
BARHL2	NA	0.17765348	
TBC1D28	NA	0.17753106	
CFHR4	NA	0.17751172	
DAW1	NA	0.177373	
NPR1	NA	0.17736751	
EPPIN-WFDC6	NA	0.17736119	
POF1B	NA	0.17731747	
ANXA10	NA	0.17730942	
HAPLN4	NA	0.17730933	
SLC39A5	NA	0.17726119	
CTLA4	NA	0.17719632	
IL21	NA	0.17719163	
GALNT8	NA	0.1770753	
DIPK2B	NA	0.17707066	
ASB9	NA	0.17694989	
RGS11	NA	0.17694546	
SIGLEC12	NA	0.17682569	
EDDM3A	NA	0.17681666	
DKK4	NA	0.17679866	
TCTEX1D1	NA	0.17670052	
MEIS3	NA	0.17666543	
CACNA1S	NA	0.17663583	
FRMPD4	NA	0.17663147	
SCEL	NA	0.17660797	
JAM2	NA	0.17655757	
UGT3A1	NA	0.17654374	
OLFM3	NA	0.17652002	
TAS2R1	NA	0.17649752	
TIE1	NA	0.17649141	
SOX18	NA	0.17643698	
CNGB3	NA	0.17643146	
HOXA2	NA	0.17642094	
KRT76	NA	0.1763996	
UMOD	NA	0.17639714	
DBX2	NA	0.17634985	
TMEM130	NA	0.17628019	
GABRA4	NA	0.17622165	
C1QTNF12	NA	0.1762093	
MDGA2	NA	0.1762002	
LYZL2	NA	0.1761773	
NTS	NA	0.17616309	
RNF148	NA	0.17609137	
SLCO1B1	NA	0.17598978	
PCDH8	NA	0.17595468	
USP41	NA	0.17592765	
MYOC	NA	0.17586926	
DGAT2L6	NA	0.17582728	
C10orf120	NA	0.17580715	
C19orf85	NA	0.17576763	
GBP6	NA	0.17572947	
DAPL1	NA	0.17571798	
FKBP6	NA	0.175704	
FMO3	NA	0.17568304	
SOST	NA	0.17561732	
AMELX	NA	0.17561492	
PPP1R36	NA	0.17560433	
NOX3	NA	0.1755226	
TRIM49	NA	0.17549926	
MAP1LC3C	NA	0.1754776	
ABCA8	NA	0.17547074	
NGEF	NA	0.17542872	
PCYT1B	NA	0.17540972	
CD207	NA	0.17534575	
IGFL3	NA	0.17531691	
CYP2A6	NA	0.1752811	
FAT3	NA	0.17520444	
MGAT4C	NA	0.17516288	
PMP2	NA	0.17514913	
C4BPA	NA	0.17513575	
EIF2S3B	NA	0.17506106	
ADGRL3	NA	0.17505166	
CGA	NA	0.17500561	
SLC13A1	NA	0.17499176	
C4orf17	NA	0.17492196	
SPATA31D1	NA	0.17487346	
CYP4F2	NA	0.17485268	
ASB18	NA	0.17480624	
TMCO2	NA	0.17480211	
CKMT2	NA	0.17476964	
MFAP5	NA	0.17472199	
FMO2	NA	0.17472138	
SLC25A47	NA	0.17465477	
CDH8	NA	0.17465067	
VIP	NA	0.17452218	
MSANTD1	NA	0.1745112	
PCDHA1	NA	0.17439759	
C10orf99	NA	0.17434958	
VIT	NA	0.17431208	
LGALS7	NA	0.17424364	
LCE6A	NA	0.17423418	
UGT1A8	NA	0.17418514	
TMEM225	NA	0.1741829	
HCN1	NA	0.17395777	
SLAMF8	NA	0.17395215	
AC004223.3	NA	0.17392254	
GPRC6A	NA	0.17387827	
PERM1	NA	0.17383379	
GABRA1	NA	0.17381495	
DEFB110	NA	0.17380178	
R3HDML	NA	0.17378941	
PKD1L1	NA	0.17373678	
SPATA19	NA	0.17369956	
CRACD	NA	0.17366752	
C8orf74	NA	0.17360912	
VCAM1	NA	0.17352852	
TPD52L3	NA	0.17349027	
PPP1R1A	NA	0.17338814	
KCNK9	NA	0.17336349	
B3GALT5	NA	0.17335168	
SLC30A8	NA	0.17327772	
DEFB121	NA	0.17323755	
GAD2	NA	0.17322804	
DCHS2	NA	0.17320791	
XKR7	NA	0.17315257	
WFDC13	NA	0.17313343	
FGG	NA	0.17312314	
PAEP	NA	0.17311755	
KCNK15	NA	0.17309748	
NOTCH3	NA	0.17308399	
CCDC158	NA	0.17307973	
ARPP21	NA	0.17307153	
GALNT5	NA	0.17300235	
PCDH12	NA	0.17298788	
DEFB124	NA	0.17297834	
CELA1	NA	0.17293553	
FSHR	NA	0.1729305	
SAMD7	NA	0.17291641	
SAA4	NA	0.17288691	
SGK2	NA	0.17288682	
APOA4	NA	0.17285307	
GKN2	NA	0.17284107	
PGLYRP3	NA	0.17282164	
HMCN2	NA	0.17279866	
DYTN	NA	0.1727983	
FAM9B	NA	0.17278513	
RSPH10B2	NA	0.17273326	
COL4A5	NA	0.1726412	
CBLN1	NA	0.17261435	
AHNAK2	NA	0.17261343	
DCD	NA	0.1725565	
RCVRN	NA	0.17254072	
HAPLN2	NA	0.17252201	
FRG2B	NA	0.17248014	
DMP1	NA	0.17247446	
OPALIN	NA	0.17243707	
ZNF648	NA	0.17243123	
LRTM1	NA	0.17242967	
SPRR2G	NA	0.17236215	
PLCZ1	NA	0.17234935	
NECAB2	NA	0.17234188	
SLC5A10	NA	0.17233786	
DNAJC5G	NA	0.17229253	
IL1RL2	NA	0.17228661	
SLC2A7	NA	0.17225817	
SLCO6A1	NA	0.17222857	
GABRA6	NA	0.17217483	
SPRR4	NA	0.1721737	
MSTN	NA	0.17215113	
FLG	NA	0.17211984	
SYN2	NA	0.17210956	
SCHIP1	NA	0.17208472	
FABP7	NA	0.17199942	
ARMS2	NA	0.17197818	
CHRNA4	NA	0.17194572	
ADH1B	NA	0.17193717	
CYP11B1	NA	0.17193162	
NPFFR2	NA	0.17191109	
SLFN14	NA	0.17190474	
TMEM252	NA	0.17190266	
GJD4	NA	0.1718516	
WNT8A	NA	0.17182407	
PAPPA	NA	0.17179874	
PLA2G5	NA	0.17178968	
SYCP1	NA	0.17178115	
DIO2	NA	0.17175838	
CCBE1	NA	0.17175546	
NMS	NA	0.17175545	
LBP	NA	0.17173412	
SULT1A2	NA	0.17170084	
CXCL6	NA	0.17167336	
PON3	NA	0.17162666	
TDRD15	NA	0.17161381	
ATP4B	NA	0.17159097	
BHLHB9	NA	0.1715512	
NLRP9	NA	0.17154646	
BHMT2	NA	0.17151557	
ADAMTS4	NA	0.17147301	
FBXW12	NA	0.17143983	
ODF4	NA	0.17143783	
REG3A	NA	0.17142941	
ATP6V0D2	NA	0.17139952	
TMEM52B	NA	0.17139378	
CA3	NA	0.1713931	
SLC51B	NA	0.17136653	
FNDC8	NA	0.17135768	
SPEM1	NA	0.17131063	
ASB4	NA	0.17127915	
SUCNR1	NA	0.17125183	
PSG11	NA	0.17122158	
CAMK2B	NA	0.1712033	
KLF8	NA	0.171169	
GRID2	NA	0.17112853	
BPIFA1	NA	0.17102948	
FAM205A	NA	0.1710066	
DHRS7C	NA	0.1709766	
CLEC4M	NA	0.17094694	
TRIM61	NA	0.17094323	
CAMK1G	NA	0.1709192	
USH2A	NA	0.17086737	
IL31	NA	0.17085305	
PCARE	NA	0.17074576	
FFAR4	NA	0.17071015	
SMIM10L2A	NA	0.17069112	
GJC2	NA	0.17066486	
SHANK2	NA	0.17057829	
LPO	NA	0.17057769	
SLC16A12	NA	0.17057022	
ADH6	NA	0.17052704	
RAET1E	NA	0.17052062	
CR1L	NA	0.17047521	
LCE3E	NA	0.17041264	
LRRC38	NA	0.17039353	
CCL7	NA	0.1703057	
TEKT2	NA	0.17029105	
BPIFA2	NA	0.17027494	
TECTB	NA	0.17022787	
COX4I2	NA	0.17014888	
TRIM54	NA	0.17014824	
VGLL2	NA	0.17013954	
