NAME	TITLE	SCORE	
TLCD1	NA	0.3714673	
AK8	NA	0.3711551	
AP002495.1	NA	0.37078193	
IRX5	NA	0.37042817	
KIAA0895L	NA	0.37026614	
TULP2	NA	0.37015536	
WFDC3	NA	0.3699952	
ROPN1L	NA	0.36990252	
CENPA	NA	0.3698106	
LAMC1	NA	0.36980215	
GSTZ1	NA	0.36963436	
CELSR3	NA	0.3695811	
TSNAXIP1	NA	0.3692528	
CDKL3	NA	0.36923292	
CDCA5	NA	0.36914513	
UBTD1	NA	0.36820883	
RBKS	NA	0.3679872	
PIR	NA	0.3678473	
SLC25A27	NA	0.36768416	
MAP3K6	NA	0.36767712	
DISP2	NA	0.36766797	
AC026786.1	NA	0.36762974	
YIPF6	NA	0.3675665	
AP4M1	NA	0.36756256	
ADAT3	NA	0.36708742	
ZCWPW1	NA	0.36706194	
KLF15	NA	0.3670121	
AL162231.1	NA	0.36701104	
RIPK4	NA	0.36700782	
ZC2HC1C	NA	0.36697483	
NR4A3	NA	0.36675903	
SLC22A18AS	NA	0.366731	
ERF	NA	0.36665335	
TIGD4	NA	0.36649242	
GCAT	NA	0.36641344	
FOSL1	NA	0.36617687	
MAGIX	NA	0.3659286	
SMC1B	NA	0.3656673	
CDC25C	NA	0.3656131	
PKMYT1	NA	0.3655882	
RAB40B	NA	0.3652744	
CFAP52	NA	0.36509758	
SPC24	NA	0.36452124	
ESRP1	NA	0.36437052	
DNAJC27	NA	0.3642867	
FOXA3	NA	0.36297336	
MORN5	NA	0.36291394	
XRCC2	NA	0.3626455	
ING2	NA	0.36254534	
FAM187A	NA	0.3625224	
HOXA9	NA	0.36245868	
ZC3H10	NA	0.36235455	
RFX1	NA	0.36231935	
E2F8	NA	0.36176565	
MYL6B	NA	0.36160716	
CYSRT1	NA	0.3612916	
MMAB	NA	0.36116874	
CCND1	NA	0.3610885	
MYPOP	NA	0.36106947	
EPHB3	NA	0.36104763	
C8orf82	NA	0.36091068	
MPND	NA	0.36078838	
SLCO5A1	NA	0.36039945	
HSPG2	NA	0.3602822	
CDC45	NA	0.36021906	
PARD6B	NA	0.35989767	
C11orf71	NA	0.35983503	
HSF2BP	NA	0.35967153	
FAM53A	NA	0.35964403	
NAIF1	NA	0.35954833	
HSD11B2	NA	0.3594339	
CDH15	NA	0.35925	
LRRC3	NA	0.3592289	
PKN3	NA	0.35914364	
SETD9	NA	0.35905766	
MNT	NA	0.35893485	
ZNF503	NA	0.3587944	
PARD6A	NA	0.3587335	
RAD9B	NA	0.35864845	
COMMD3-BMI1	NA	0.3585598	
MOCOS	NA	0.35841176	
JPH1	NA	0.35806584	
TENT5B	NA	0.35771263	
HSPB6	NA	0.35750312	
RASD1	NA	0.35741273	
GNG3	NA	0.357397	
SYCE2	NA	0.35715783	
ABTB2	NA	0.35696304	
FZD4	NA	0.3567366	
BSPRY	NA	0.35667935	
COL1A1	NA	0.35664415	
CCDC173	NA	0.35660243	
DLX1	NA	0.3565796	
ZNF837	NA	0.35650933	
SMIM27	NA	0.35636547	
SNTA1	NA	0.35616907	
TYRO3	NA	0.35606575	
POLR1G	NA	0.35597327	
LMCD1	NA	0.3559023	
PNPLA3	NA	0.35577744	
IFT81	NA	0.3557346	
PPP1R3E	NA	0.35571638	
EFNA1	NA	0.35568854	
MDH1B	NA	0.35554722	
DHODH	NA	0.3554715	
DNLZ	NA	0.35541654	
RSPH1	NA	0.35538876	
TTC23	NA	0.35525715	
ALOXE3	NA	0.35498112	
LRRC42	NA	0.35492378	
PXDC1	NA	0.35490632	
SMIM1	NA	0.35486177	
CDC42BPG	NA	0.35463846	
IQUB	NA	0.3546194	
PIK3R2	NA	0.35443473	
CFAP251	NA	0.3544292	
PHF13	NA	0.3543363	
PNPLA7	NA	0.35411775	
LRRC73	NA	0.354029	
KLHDC9	NA	0.3538072	
TEX22	NA	0.35368118	
AL163636.1	NA	0.35361296	
ITPKC	NA	0.35302186	
CXorf58	NA	0.35290328	
THAP8	NA	0.35280123	
KIAA1958	NA	0.35273105	
ZCCHC24	NA	0.3526449	
GDF15	NA	0.35259578	
AUNIP	NA	0.35251263	
NPHP4	NA	0.35221258	
DHDH	NA	0.35208875	
USP6NL	NA	0.35197642	
CFAP57	NA	0.35184282	
ZNF628	NA	0.35150433	
VWA1	NA	0.35137415	
C16orf95	NA	0.3512016	
PDZD7	NA	0.35101834	
DCBLD1	NA	0.35101554	
TCFL5	NA	0.3509795	
COPRS	NA	0.3509612	
IRF6	NA	0.3509608	
CHMP4C	NA	0.35094202	
DOCK6	NA	0.3508321	
DYNLRB2	NA	0.35067293	
SYN1	NA	0.3505972	
CAVIN1	NA	0.35050642	
ATF5	NA	0.35050488	
GTF2H5	NA	0.35046428	
PLPP3	NA	0.35042167	
KIAA1549	NA	0.35041627	
CHAF1A	NA	0.35038683	
MEIG1	NA	0.35030875	
PIK3R3	NA	0.35029656	
RAB3A	NA	0.3502721	
SMIM13	NA	0.3501727	
EPB41L4B	NA	0.3501703	
SH3D21	NA	0.3498858	
P4HA3	NA	0.3497532	
TXNRD3	NA	0.3497316	
METTL8	NA	0.34967822	
MAPK11	NA	0.3496654	
DYRK3	NA	0.3495462	
ONECUT2	NA	0.34948862	
PPIL6	NA	0.34946802	
JAG1	NA	0.34935996	
AKAP3	NA	0.34933066	
SOCS1	NA	0.34929588	
MUC1	NA	0.34918946	
PCBD2	NA	0.3488305	
ENTPD2	NA	0.34879825	
LRRC20	NA	0.3487957	
LPIN3	NA	0.34861633	
RAD54L	NA	0.34854725	
E2F7	NA	0.34850845	
RIBC1	NA	0.34847838	
HILPDA	NA	0.34825206	
TLE6	NA	0.3482476	
PLAG1	NA	0.3481447	
C17orf67	NA	0.3479545	
C1orf122	NA	0.3478366	
UNC5B	NA	0.34761184	
PHF7	NA	0.34759307	
DTL	NA	0.3475807	
SAMD15	NA	0.3474765	
WNT9A	NA	0.3471683	
NXPH4	NA	0.34711638	
CCDC189	NA	0.34690705	
KIF20A	NA	0.3468158	
LGR4	NA	0.346812	
ZKSCAN2	NA	0.34677798	
ZMYND12	NA	0.3467722	
FAM216A	NA	0.34675983	
TMEM38A	NA	0.3465571	
ZBTB10	NA	0.34654617	
KIF15	NA	0.3464579	
ALG14	NA	0.3464008	
FBXO43	NA	0.34636176	
CENPS-CORT	NA	0.3461523	
AC025165.3	NA	0.346061	
ANKRD16	NA	0.34604365	
MDGA1	NA	0.346011	
CCDC9	NA	0.34589747	
C1orf194	NA	0.34564042	
ZNF341	NA	0.34542447	
DNAI1	NA	0.34526083	
CLHC1	NA	0.3451908	
GPC2	NA	0.345035	
ELOVL2	NA	0.34497672	
ZNF497	NA	0.344879	
ARFGEF3	NA	0.3448632	
ZDHHC14	NA	0.34480965	
ZBED8	NA	0.34463593	
DNAJC22	NA	0.3445932	
ANKHD1-EIF4EBP3	NA	0.34453434	
RPS10-NUDT3	NA	0.34451848	
AC231657.3	NA	0.34435475	
TRIM24	NA	0.3443206	
ARHGAP29	NA	0.34430134	
KLHL17	NA	0.34429306	
IL4I1	NA	0.344124	
SPACA9	NA	0.34399006	
CDS1	NA	0.34398833	
UBTD2	NA	0.34397715	
ZNF865	NA	0.34384823	
ATP8B3	NA	0.34366405	
SNX8	NA	0.34366116	
TMEM17	NA	0.3436021	
APOLD1	NA	0.34347287	
PTGES3L	NA	0.34340766	
NXNL2	NA	0.3433161	
DCBLD2	NA	0.34308407	
HRH3	NA	0.3430814	
CEP19	NA	0.34296203	
CLUL1	NA	0.3429399	
ZNF521	NA	0.34293762	
ABCB6	NA	0.3428277	
TENT4A	NA	0.34276214	
SPTBN4	NA	0.34271166	
SPATA17	NA	0.34263372	
SLC25A53	NA	0.34259406	
CLGN	NA	0.3425794	
PURA	NA	0.3425722	
TRMT10A	NA	0.3425357	
AC011479.1	NA	0.3425049	
PPAN-P2RY11	NA	0.34248564	
SLC25A33	NA	0.342339	
ZNRD2	NA	0.3421642	
CBLN3	NA	0.3420802	
ERICH6	NA	0.34203705	
PPP1R3F	NA	0.3420332	
TMEM143	NA	0.34199092	
EME2	NA	0.3419842	
LNP1	NA	0.34195185	
SLC16A14	NA	0.34193575	
FERMT2	NA	0.34190023	
RAC3	NA	0.34184244	
FGD1	NA	0.3416889	
CSKMT	NA	0.34164536	
CMBL	NA	0.3415514	
RIBC2	NA	0.34154677	
GRK5	NA	0.34150863	
EEF2KMT	NA	0.34150347	
SLC2A8	NA	0.34143192	
ZMYND10	NA	0.3414172	
ZNF784	NA	0.34135357	
ESCO2	NA	0.3412257	
NR1D1	NA	0.3411494	
CHAC1	NA	0.34106192	
SPATA2L	NA	0.34105077	
KBTBD3	NA	0.34102136	
IQCD	NA	0.34092042	
LRRC46	NA	0.34071103	
SH3PXD2B	NA	0.34060004	
EPAS1	NA	0.34057897	
AC245748.1	NA	0.34051773	
RAB3B	NA	0.3404849	
NEURL2	NA	0.34040076	
NAPEPLD	NA	0.3403538	
GDF5	NA	0.34027973	
GSK3B	NA	0.340143	
VSIG10	NA	0.34009725	
METTL27	NA	0.3400502	
SEMA3F	NA	0.34000495	
AC138696.1	NA	0.3399974	
GAREM1	NA	0.33998856	
AC004076.1	NA	0.33989295	
MYORG	NA	0.33984938	
HEY2	NA	0.33972082	
PLA2G4C	NA	0.3396768	
PIF1	NA	0.33961406	
ZBTB8A	NA	0.33956105	
GDPGP1	NA	0.33939996	
ZNF81	NA	0.33931556	
DOT1L	NA	0.33923924	
ZNRF1	NA	0.33906516	
TRIP10	NA	0.33905092	
STXBP1	NA	0.33901954	
TEX14	NA	0.3389748	
FAM221B	NA	0.33885473	
ABLIM2	NA	0.33883968	
FDXR	NA	0.33876327	
NME1-NME2	NA	0.3386616	
EDN1	NA	0.3386533	
CPTP	NA	0.3385171	
SUGCT	NA	0.33822903	
ZNF165	NA	0.3381421	
CDNF	NA	0.3380992	
GPC5	NA	0.337892	
RPP40	NA	0.33766982	
NETO2	NA	0.33759204	
KCNG3	NA	0.33754894	
NEURL1B	NA	0.33754343	
TRPM4	NA	0.33737946	
TTC25	NA	0.33733618	
SRD5A1	NA	0.33733428	
PMEPA1	NA	0.33727923	
POC1A	NA	0.3372141	
SHC4	NA	0.33715117	
TMEM54	NA	0.3370736	
GVQW3	NA	0.3370506	
SDC1	NA	0.33702075	
KLHL26	NA	0.336929	
TSPAN10	NA	0.33690226	
PRAC2	NA	0.33679968	
STAG3	NA	0.33676115	
CHRNA5	NA	0.33672276	
RASL11A	NA	0.3366497	
ENAH	NA	0.33661133	
MRPL40	NA	0.3365555	
PITX3	NA	0.33644342	
NAB2	NA	0.3364157	
ANKS1A	NA	0.33630186	
TEAD4	NA	0.33614922	
DAG1	NA	0.33590698	
MCMDC2	NA	0.3358858	
RANBP17	NA	0.33571738	
PRC1	NA	0.3355487	
DOHH	NA	0.33552068	
RANBP3L	NA	0.33545035	
TBC1D24	NA	0.33540362	
RHOV	NA	0.33530772	
DNAJB5	NA	0.33521023	
AC092587.1	NA	0.33518904	
DCLK2	NA	0.3351743	
IBA57	NA	0.33511713	
STRIP2	NA	0.33507258	
MAK	NA	0.33503145	
ZNF470	NA	0.3350036	
GPC1	NA	0.3350032	
RAD51	NA	0.33498386	
BCDIN3D	NA	0.33494052	
ZNF891	NA	0.33492848	
BCAM	NA	0.3348902	
SIX4	NA	0.3347537	
TFAP4	NA	0.33465555	
CLSPN	NA	0.33462617	
SETD1A	NA	0.33456403	
INPP5F	NA	0.3345623	
ZFPM1	NA	0.33451483	
RRNAD1	NA	0.3344955	
CAMSAP2	NA	0.33439174	
OSR2	NA	0.33432406	
NEUROD2	NA	0.3342808	
SLC9B1	NA	0.33419147	
IQCH	NA	0.33412167	
GTSE1	NA	0.3340635	
TRIM45	NA	0.33398795	
PEX7	NA	0.33383676	
TRIM46	NA	0.33382702	
CDON	NA	0.33368072	
ERI2	NA	0.33361265	
ARMC5	NA	0.3335519	
ARMC12	NA	0.3335335	
FAAP24	NA	0.33353326	
SPATA24	NA	0.33348817	
CASKIN2	NA	0.33341622	
HPN	NA	0.33331838	
NIPAL1	NA	0.33331457	
ATP7B	NA	0.33319822	
MEPCE	NA	0.33315462	
WBP4	NA	0.33311695	
CFAP91	NA	0.33310613	
ZBTB8OS	NA	0.33309063	
KCNJ11	NA	0.33305877	
WDR12	NA	0.33305624	
MIPOL1	NA	0.33270946	
ANKRD13B	NA	0.3327034	
DEPDC1	NA	0.33267504	
FBXL13	NA	0.33265787	
E2F1	NA	0.33263737	
PRRG2	NA	0.33259812	
NCAPG	NA	0.3325941	
CCT6B	NA	0.3325785	
KCNC1	NA	0.332417	
BBOF1	NA	0.33239323	
PJA1	NA	0.33220303	
GLIPR1L2	NA	0.3321777	
ZNF768	NA	0.3320665	
SPATS2	NA	0.3318646	
PTGR2	NA	0.3318188	
C19orf44	NA	0.3318123	
TMEM51	NA	0.33180782	
TM7SF2	NA	0.33169547	
STBD1	NA	0.33161438	
FGF22	NA	0.3315765	
ELL3	NA	0.3314511	
GCSH	NA	0.33143967	
CCDC13	NA	0.33132318	
CHURC1-FNTB	NA	0.33131805	
WDR31	NA	0.3312432	
FOXM1	NA	0.3311667	
SPEF1	NA	0.33115768	
U2AF2	NA	0.3311024	
MORC2	NA	0.33105782	
ANKRD54	NA	0.3310287	
TFAP2C	NA	0.33098882	
ZNF182	NA	0.33078435	
LRRC26	NA	0.33077103	
CPLANE2	NA	0.33072823	
ZNF594	NA	0.3306958	
TAPT1	NA	0.33059573	
BIRC5	NA	0.3305104	
RAB23	NA	0.33047944	
CBLC	NA	0.33047333	
MELK	NA	0.3304278	
TSPAN9	NA	0.33038896	
ANO8	NA	0.33032644	
PSPH	NA	0.33029318	
DEPTOR	NA	0.33029234	
IFT122	NA	0.33016837	
KHK	NA	0.33015847	
RITA1	NA	0.33012572	
ENTPD8	NA	0.3300532	
LRRC1	NA	0.3299683	
AFG1L	NA	0.3299542	
BBS12	NA	0.32992372	
EIF2B5	NA	0.32985896	
TNFSF9	NA	0.32985738	
DNAI4	NA	0.32970387	
PXT1	NA	0.3296586	
TTLL7	NA	0.32964545	
NCS1	NA	0.32960936	
CENPN	NA	0.32956287	
MRGBP	NA	0.32954592	
TMEM231	NA	0.3294523	
ZSWIM3	NA	0.3293998	
AMOTL2	NA	0.3292113	
PTMS	NA	0.32919767	
HSPA4L	NA	0.3291676	
MCUR1	NA	0.32916644	
MINDY4	NA	0.32905075	
C1orf53	NA	0.32895872	
CDC42EP4	NA	0.32894692	
TTL	NA	0.32893196	
CLDN12	NA	0.32873467	
FAM161B	NA	0.32867998	
PACSIN3	NA	0.3285694	
STAP2	NA	0.32851723	
TTC21A	NA	0.32851365	
CDC6	NA	0.3284967	
DNM1	NA	0.3283736	
FBXO24	NA	0.32833114	
ILDR2	NA	0.32827294	
SMIM4	NA	0.32821032	
EDA	NA	0.3281813	
CHPF	NA	0.32814202	
ZNF471	NA	0.3281177	
WDHD1	NA	0.32808176	
RFESD	NA	0.32806578	
CDKN3	NA	0.32803044	
VPS37C	NA	0.32793292	
PEX11A	NA	0.32776463	
ORC1	NA	0.32762283	
RRM2	NA	0.32759002	
HOXA4	NA	0.32755473	
ESPL1	NA	0.3274872	
PEDS1-UBE2V1	NA	0.32746083	
ZNF695	NA	0.3274455	
BARD1	NA	0.3273454	
ZNF524	NA	0.32726583	
UBE2S	NA	0.32720238	
OVOL1	NA	0.32700264	
SLC44A3	NA	0.32696065	
AL117348.2	NA	0.32684538	
KNL1	NA	0.32675418	
LRTOMT	NA	0.32673925	
NOCT	NA	0.3267248	
GALNT18	NA	0.32664305	
HSD17B14	NA	0.32654953	
CTF1	NA	0.326548	
SPAG8	NA	0.32649368	
TSTD2	NA	0.32643723	
ZNF84	NA	0.32629514	
DPY19L3	NA	0.32614508	
REPS2	NA	0.32613167	
C19orf54	NA	0.32611153	
POP1	NA	0.3260966	
ZNF674	NA	0.32606512	
DSCC1	NA	0.32604367	
SPATA4	NA	0.32599226	
SPRY1	NA	0.3259797	
NR2F1	NA	0.32593662	
ACER2	NA	0.32593498	
CAPN5	NA	0.3259088	
ZIC2	NA	0.32582775	
SAPCD2	NA	0.3257959	
FAM161A	NA	0.32576814	
NWD1	NA	0.3257431	
CSAD	NA	0.32569647	
SAP30	NA	0.32568312	
CCDC58	NA	0.32563344	
CYS1	NA	0.32554108	
DHRS7B	NA	0.3255179	
EPB41L5	NA	0.32549423	
EZH2	NA	0.32548296	
CLDN6	NA	0.32542723	
TCTEX1D2	NA	0.32533124	
SAXO2	NA	0.32521346	
CFAP410	NA	0.32518944	
KIF27	NA	0.3250921	
PMF1-BGLAP	NA	0.32508934	
WASF1	NA	0.3250802	
HOXB7	NA	0.32501513	
C20orf96	NA	0.32499194	
ZNF575	NA	0.32498464	
BRCA2	NA	0.324973	
ANKRD37	NA	0.32495564	
NRDE2	NA	0.3249451	
SUV39H2	NA	0.32491866	
COQ7	NA	0.3248181	
TONSL	NA	0.32474163	
CCDC157	NA	0.32472262	
NYAP1	NA	0.32454744	
TSPAN12	NA	0.32452232	
MAP1LC3A	NA	0.32446033	
TAF5L	NA	0.32433823	
FAM229B	NA	0.32428402	
STX1A	NA	0.3240334	
KCMF1	NA	0.3239325	
SLC35E4	NA	0.3238544	
OGFOD3	NA	0.32375854	
NR2F2	NA	0.32374272	
TREX2	NA	0.32353717	
KREMEN2	NA	0.32343227	
EN2	NA	0.3232644	
TP53INP2	NA	0.3232443	
EEF1AKMT4	NA	0.32323927	
AP5S1	NA	0.3231981	
SZT2	NA	0.32289624	
OTUD5	NA	0.32281828	
RNASE10	NA	0.32269	
PPFIBP1	NA	0.3226786	
MFSD11	NA	0.32266137	
MYB	NA	0.32259044	
PROCA1	NA	0.32251024	
FANCB	NA	0.32250297	
RAB43	NA	0.32241648	
PFN4	NA	0.3223788	
EPHB4	NA	0.32236668	
C3orf70	NA	0.32228673	
CCDC24	NA	0.3222765	
RMND1	NA	0.32227132	
HROB	NA	0.3221568	
ACBD7	NA	0.3220825	
CAMK2N2	NA	0.3220576	
CISD1	NA	0.32202548	
KDM3A	NA	0.32196906	
NPPC	NA	0.32195324	
UBQLN4	NA	0.32195225	
FPGT-TNNI3K	NA	0.32181412	
KHDRBS3	NA	0.321727	
MLF1	NA	0.32162246	
GTF3C4	NA	0.32155356	
TMEM67	NA	0.32153216	
RNF182	NA	0.3215248	
ADAMTS7	NA	0.32132077	
CLCN2	NA	0.32127294	
BCL2L2-PABPN1	NA	0.32125336	
METRN	NA	0.3212192	
DCUN1D2	NA	0.32116812	
PROSER3	NA	0.32107595	
RBFA	NA	0.32106748	
KIF11	NA	0.32104117	
C9orf40	NA	0.3210085	
EPCAM	NA	0.3208971	
ZFAND2A	NA	0.3208586	
MKI67	NA	0.32082114	
ZNF554	NA	0.3207881	
DENND6B	NA	0.32073113	
CDC20	NA	0.32065395	
PRSS22	NA	0.3205735	
AC090517.4	NA	0.32053757	
AP1S3	NA	0.3204653	
KIAA0319	NA	0.32045886	
GTF2IRD1	NA	0.32038015	
RRM2B	NA	0.32030448	
ABHD17C	NA	0.3201725	
LAS1L	NA	0.32015288	
PAQR4	NA	0.32013687	
SUPT3H	NA	0.32010654	
SMIM10L2A	NA	0.3200094	
LANCL2	NA	0.31996772	
KIF18A	NA	0.319966	
C20orf144	NA	0.3199011	
SOBP	NA	0.31989786	
SLC19A2	NA	0.3198079	
GKAP1	NA	0.31966776	
KIAA1841	NA	0.31966576	
LNX2	NA	0.3196339	
RHPN2	NA	0.31961268	
ZNF200	NA	0.3195972	
CREB3L4	NA	0.31954423	
ZNF408	NA	0.31950158	
KIF17	NA	0.3194762	
NUF2	NA	0.31943262	
IPPK	NA	0.3193798	
MSRB2	NA	0.31935555	
ITPKA	NA	0.3193528	
CIB2	NA	0.31917855	
ABHD11	NA	0.319147	
PIH1D2	NA	0.3191301	
MPP3	NA	0.31907457	
C1QL4	NA	0.3190727	
NT5M	NA	0.31901833	
CEP250	NA	0.3189882	
POLE	NA	0.31896588	
NUDCD2	NA	0.31895587	
SEC14L5	NA	0.31883115	
PSTK	NA	0.31878954	
AGBL3	NA	0.31876773	
IRS1	NA	0.31872523	
SIRT5	NA	0.31871578	
PTPRN2	NA	0.3186309	
LAMA5	NA	0.318559	
C3orf52	NA	0.31854385	
SH3RF1	NA	0.31850094	
FAM83D	NA	0.31847408	
LRRC29	NA	0.31839773	
CRABP2	NA	0.31837502	
PRSS27	NA	0.31834558	
ZNF414	NA	0.31828	
GMNN	NA	0.31822503	
CRPPA	NA	0.31818098	
TTC8	NA	0.31815892	
CYHR1	NA	0.3180898	
STEAP1	NA	0.31805158	
RHOD	NA	0.31794652	
ZBTB37	NA	0.31782755	
EPM2A	NA	0.31756827	
C1orf35	NA	0.3175627	
DONSON	NA	0.31750727	
REV3L	NA	0.3174054	
UNK	NA	0.3172792	
SRGAP3	NA	0.31725213	
POLQ	NA	0.31723222	
TYW1B	NA	0.31717122	
MED18	NA	0.31716812	
GINS1	NA	0.31713647	
TTC23L	NA	0.31709942	
PPP1R26	NA	0.31698895	
PER3	NA	0.31688556	
FAM160A1	NA	0.3168536	
CCN1	NA	0.31675357	
TSPAN7	NA	0.3167448	
MMD2	NA	0.31672552	
ZFP30	NA	0.3167063	
HOXA11	NA	0.3166533	
BIK	NA	0.31662354	
C1QTNF5	NA	0.31658468	
PUSL1	NA	0.316482	
PIN4	NA	0.3163734	
DOCK3	NA	0.31637076	
MYLK4	NA	0.31631058	
SPINDOC	NA	0.3162878	
TMEM151A	NA	0.31622115	
DTWD1	NA	0.31621376	
C2CD4A	NA	0.3162102	
PPP1R13B	NA	0.31616396	
C5orf34	NA	0.31608087	
GINS2	NA	0.31602076	
MLXIPL	NA	0.31593186	
ANKS3	NA	0.31592277	
GBX1	NA	0.3159128	
LCA5L	NA	0.31582093	
PICK1	NA	0.3158134	
PMS2	NA	0.31578964	
