NAME	TITLE	SCORE	
AP001781.2	NA	0.53133756	
ALOXE3	NA	0.53105843	
SH3D21	NA	0.5309703	
SLC9B1	NA	0.5308721	
ZCCHC12	NA	0.53049064	
SHROOM4	NA	0.53041977	
ZNF471	NA	0.52996516	
CHST1	NA	0.52990353	
KANK2	NA	0.52973634	
VSTM2L	NA	0.52936137	
LCA5	NA	0.52933735	
GGN	NA	0.5290028	
TMEM217	NA	0.5289979	
TNFRSF11A	NA	0.5288556	
RAB9B	NA	0.5287933	
FAM229B	NA	0.52857566	
SNTA1	NA	0.5285339	
KCNC1	NA	0.528293	
FAM83D	NA	0.52826583	
GADD45G	NA	0.5281366	
AP000812.4	NA	0.52809477	
LRRC73	NA	0.52799594	
WDR31	NA	0.527937	
FBXO36	NA	0.5276644	
ANKRD29	NA	0.5273184	
HOXC10	NA	0.52726567	
TBX2	NA	0.5271518	
CNTFR	NA	0.5271087	
SAMD15	NA	0.5270149	
EPHB3	NA	0.52698	
DCDC1	NA	0.52680206	
HSPG2	NA	0.5267786	
WFDC3	NA	0.52677834	
ZNF665	NA	0.52677554	
PSMC3IP	NA	0.5266707	
GINS2	NA	0.5263654	
IQCH	NA	0.5260751	
HOXA4	NA	0.5260549	
CENPS	NA	0.5255834	
GLIPR1L2	NA	0.5253718	
GDF6	NA	0.52495074	
CCDC40	NA	0.52463496	
LRRC4B	NA	0.5241317	
SRPX2	NA	0.52383965	
LSM11	NA	0.5237857	
SMAD9	NA	0.5237598	
SLC30A3	NA	0.5237099	
C8orf88	NA	0.5234361	
ZNF711	NA	0.52313477	
NR2F1	NA	0.5231247	
DEFB106B	NA	0.5230324	
CFAP52	NA	0.52287734	
MACF1	NA	0.5228385	
ASPG	NA	0.5228044	
IFT81	NA	0.5224803	
CFAP20DC	NA	0.5224321	
DEPDC1B	NA	0.52242565	
ABHD1	NA	0.52229583	
TLCD4	NA	0.5218652	
CGNL1	NA	0.52178144	
SPNS2	NA	0.52155286	
LHFPL1	NA	0.52130693	
NCAPG	NA	0.5211967	
SCUBE1	NA	0.5209838	
ZFHX2	NA	0.520977	
MYLK3	NA	0.5209452	
SEMA5A	NA	0.5209089	
HAS2	NA	0.520044	
ALG14	NA	0.51999795	
TMEM38A	NA	0.5196553	
NTF3	NA	0.5192939	
AKAP3	NA	0.51924217	
FAM221B	NA	0.51902264	
TMSB15A	NA	0.51899046	
BRIP1	NA	0.51892656	
TTC25	NA	0.51889694	
CLEC18B	NA	0.51830715	
CEP170B	NA	0.51786464	
POLR3G	NA	0.5176186	
SKA1	NA	0.517359	
LYNX1-SLURP2	NA	0.5173435	
MYCBPAP	NA	0.5172498	
NCS1	NA	0.51718426	
TBC1D8B	NA	0.51716584	
PKMYT1	NA	0.5171393	
GDPD1	NA	0.5170635	
PTF1A	NA	0.5169333	
CXorf66	NA	0.5169015	
SULT4A1	NA	0.5167202	
DAZL	NA	0.5166841	
GLRA2	NA	0.51656544	
CLUL1	NA	0.51617944	
TMEM98	NA	0.51611966	
POLQ	NA	0.5161068	
BAALC	NA	0.51608163	
LYNX1	NA	0.51584345	
BUB1B	NA	0.5157341	
CHRM3	NA	0.51570266	
SPA17	NA	0.51557976	
CDX4	NA	0.5155428	
GPR157	NA	0.51511186	
MAP7D2	NA	0.51463974	
DYRK3	NA	0.51462793	
HMMR	NA	0.5144898	
ASCL1	NA	0.51441264	
KCNB1	NA	0.514236	
ZNF521	NA	0.51413584	
TCP10L2	NA	0.51410836	
GDF5	NA	0.5136074	
NCAM2	NA	0.5135669	
OBP2A	NA	0.51342905	
MAMLD1	NA	0.5129616	
ASPHD1	NA	0.5128391	
LMNTD2	NA	0.5127066	
GABRD	NA	0.51262593	
PALM	NA	0.51237756	
GPR12	NA	0.5119659	
CSAG3	NA	0.51194626	
LMCD1	NA	0.51165843	
BSN	NA	0.511657	
RIMKLA	NA	0.5115088	
MMP24	NA	0.5114226	
TDRD10	NA	0.5114129	
CYP39A1	NA	0.51137173	
RAD51AP1	NA	0.51107323	
JMJD7-PLA2G4B	NA	0.51082724	
PACRG	NA	0.51068306	
PTPRT	NA	0.51063615	
AL121758.1	NA	0.5105793	
TICRR	NA	0.5103055	
TVP23C-CDRT4	NA	0.5101929	
FAAP24	NA	0.510029	
GRIA3	NA	0.50960314	
CFAP251	NA	0.5089298	
C17orf99	NA	0.50892645	
UNC13B	NA	0.50885445	
ORC1	NA	0.5085824	
RHPN2	NA	0.5085789	
KIF5A	NA	0.5084869	
IGSF21	NA	0.5083997	
COL1A1	NA	0.50830007	
SERTAD4	NA	0.5082198	
NEXMIF	NA	0.50821364	
CXCL6	NA	0.5081486	
CHRNA5	NA	0.50813943	
FBXL13	NA	0.5080377	
ARVCF	NA	0.50798196	
MCM10	NA	0.50791997	
TSPAN6	NA	0.50791585	
ADAMTS3	NA	0.50788933	
TTC23	NA	0.50745773	
HOXB5	NA	0.5073339	
CLCN2	NA	0.5072857	
ARR3	NA	0.50722414	
LCA5L	NA	0.5070614	
FAM25C	NA	0.50694853	
DLL1	NA	0.5059662	
RBKS	NA	0.5057276	
C1orf53	NA	0.505552	
AC231657.3	NA	0.5053866	
BAMBI	NA	0.50527644	
ILDR2	NA	0.50499827	
CYGB	NA	0.504845	
DNAI4	NA	0.50482523	
RAMP2	NA	0.50481457	
FRRS1L	NA	0.50465393	
SLC7A11	NA	0.5045673	
EDA2R	NA	0.50446445	
PPM1J	NA	0.50391394	
ENOX1	NA	0.5038605	
TMEM54	NA	0.5038475	
NPIPB2	NA	0.5038107	
SCML1	NA	0.50367725	
XAGE2	NA	0.5036193	
TCEAL7	NA	0.503569	
C1QL4	NA	0.5029455	
ZBED8	NA	0.5029082	
CHRDL1	NA	0.502569	
TRIM49C	NA	0.50229484	
MYORG	NA	0.5022876	
FANCB	NA	0.50219977	
PLXNA2	NA	0.50213176	
PTHLH	NA	0.50205034	
LINC02210-CRHR1	NA	0.5019198	
FMR1NB	NA	0.5018792	
NDNF	NA	0.5009803	
NKX3-2	NA	0.5009493	
MORN4	NA	0.5002581	
GUCY1A2	NA	0.50022984	
COL6A1	NA	0.5000502	
RNASE10	NA	0.49989375	
ITIH5	NA	0.49985957	
CDKL3	NA	0.4998414	
MSX2	NA	0.4998092	
APOA5	NA	0.49949664	
TCEAL2	NA	0.49948156	
TMEM17	NA	0.4992206	
TRIM6-TRIM34	NA	0.49916625	
MESP2	NA	0.4988537	
FAM9A	NA	0.49880266	
PKNOX2	NA	0.49857503	
ITGA9	NA	0.4984358	
BEND6	NA	0.49821526	
SCRT2	NA	0.49811754	
SLC4A3	NA	0.49809733	
LTBP2	NA	0.49798268	
PRKCG	NA	0.49797562	
AQP5	NA	0.49734172	
PRRX2	NA	0.49730012	
ARFGEF3	NA	0.49653566	
DEPTOR	NA	0.4962419	
AC092587.1	NA	0.4961474	
AR	NA	0.4961242	
CLHC1	NA	0.49591896	
C5orf34	NA	0.49572065	
GRIK4	NA	0.49544173	
IFI27L1	NA	0.49531627	
DEPDC1	NA	0.49518546	
XYLB	NA	0.495141	
SOX7	NA	0.49484518	
BVES	NA	0.49466002	
HES1	NA	0.494495	
SPANXB1	NA	0.49421883	
HOXC13	NA	0.49419853	
POU4F1	NA	0.49402443	
WNT9A	NA	0.49391806	
IL11	NA	0.4939087	
CFC1	NA	0.4938269	
HOXC8	NA	0.4936494	
CLDN1	NA	0.49358577	
RASL11A	NA	0.49349245	
SLC25A27	NA	0.4933977	
FBN1	NA	0.49336493	
PNMA2	NA	0.49314058	
BBS12	NA	0.49305615	
SLC17A7	NA	0.49303278	
C2orf72	NA	0.4924732	
PPFIBP1	NA	0.49232846	
SLITRK5	NA	0.49229756	
KIAA0895L	NA	0.49222228	
ZNF559-ZNF177	NA	0.4922189	
DLGAP5	NA	0.49199453	
TINCR	NA	0.49186745	
ESX1	NA	0.49154872	
ANKRD53	NA	0.491272	
FOXF1	NA	0.4911671	
TROAP	NA	0.49086747	
DDN	NA	0.4905584	
ZNF804A	NA	0.490343	
CCND1	NA	0.4902731	
MNS1	NA	0.49015445	
GDPD2	NA	0.49009925	
KL	NA	0.4900678	
REM1	NA	0.48966038	
ZNF749	NA	0.48940676	
SPATA17	NA	0.48924673	
LUZP4	NA	0.48923686	
KISS1R	NA	0.48868215	
DIPK2B	NA	0.48842815	
RTN4RL1	NA	0.48842213	
POU4F2	NA	0.48841643	
DDX25	NA	0.48829702	
HSPB2	NA	0.48809183	
FAM81A	NA	0.4880134	
IL1RAPL2	NA	0.48800522	
BICRA	NA	0.48792273	
SPATA24	NA	0.48791978	
PODXL2	NA	0.48782143	
RANBP17	NA	0.48768845	
CTSV	NA	0.4876694	
ATP8A2	NA	0.48743278	
NEUROG2	NA	0.48740977	
SYN2	NA	0.4873148	
EEF1A2	NA	0.48674423	
GALNT18	NA	0.4862903	
B9D1	NA	0.4862896	
PRR32	NA	0.48624906	
MYO5C	NA	0.48623544	
SSTR2	NA	0.48603886	
ERC2	NA	0.4859269	
TRPC5	NA	0.48590925	
MARK1	NA	0.485865	
ROPN1B	NA	0.48574778	
TRIP13	NA	0.48555353	
C7orf57	NA	0.48529378	
SLC44A3	NA	0.48517707	
BEX1	NA	0.48511606	
TPX2	NA	0.4848389	
AC093899.2	NA	0.48481634	
CAVIN1	NA	0.48473683	
ENTPD2	NA	0.48434722	
SPANXN4	NA	0.48425406	
SOBP	NA	0.48356697	
DPYSL5	NA	0.48345563	
RSPH14	NA	0.48340884	
ZNF674	NA	0.4833609	
C3orf70	NA	0.48312378	
AL162231.1	NA	0.48305807	
PASD1	NA	0.48304218	
TTYH1	NA	0.48294112	
CLEC18A	NA	0.48292542	
DCHS1	NA	0.4828564	
MDFI	NA	0.48284522	
MAGEB18	NA	0.48255932	
C6orf52	NA	0.48240674	
CGN	NA	0.48187315	
ADCY1	NA	0.4817524	
MAGEC2	NA	0.4816231	
MAGEB17	NA	0.4815658	
LY6H	NA	0.48151138	
IGSF1	NA	0.48140103	
SHCBP1	NA	0.48118228	
DNAJC25	NA	0.48104507	
ZNF784	NA	0.4810417	
FERMT2	NA	0.48086077	
C5orf38	NA	0.48085982	
MAGEB6	NA	0.48030934	
SPANXN3	NA	0.48029038	
BCL2L2-PABPN1	NA	0.4801321	
KCNH1	NA	0.48009834	
NDUFC2-KCTD14	NA	0.4800869	
SCN4B	NA	0.47997528	
SCGB1C1	NA	0.4797112	
GUCY2F	NA	0.47967747	
CCDC83	NA	0.4796679	
ZNF470	NA	0.47953084	
GCOM1	NA	0.47948694	
NCAPH	NA	0.47944057	
ASAP3	NA	0.47929004	
ST8SIA2	NA	0.47927716	
KRT19	NA	0.47918147	
MCAM	NA	0.47915265	
DNAJC28	NA	0.47907355	
COL4A5	NA	0.47884065	
HOXD1	NA	0.47882885	
FAM171B	NA	0.47882083	
ROR1	NA	0.47876412	
TMEM67	NA	0.47874337	
TRIM9	NA	0.4787271	
IRX2	NA	0.47868162	
FNDC4	NA	0.4786319	
LRRC29	NA	0.47830614	
CALB2	NA	0.4782722	
EGFL6	NA	0.47825962	
CENPF	NA	0.47824925	
ATP23	NA	0.47817048	
ZNF81	NA	0.477758	
MBD3L2	NA	0.47772917	
PAWR	NA	0.4777012	
SORCS2	NA	0.477541	
SHISA6	NA	0.47692242	
PMF1-BGLAP	NA	0.4766857	
GRPR	NA	0.47666377	
JAG1	NA	0.4756298	
AFF2	NA	0.47560707	
OIP5	NA	0.47556615	
RCCD1	NA	0.47538927	
ZNF416	NA	0.4752171	
SRPX	NA	0.47479415	
RTL9	NA	0.47462317	
PYCR3	NA	0.47461975	
BRS3	NA	0.4744541	
EEF1AKMT4	NA	0.4744464	
BMP8B	NA	0.47427884	
ELOVL3	NA	0.4741238	
CPLANE2	NA	0.47375107	
LYPD6	NA	0.4736901	
SLC9A2	NA	0.47330067	
GHR	NA	0.4731789	
AGBL3	NA	0.47314566	
KCNQ4	NA	0.4728551	
C17orf67	NA	0.4728169	
KCTD16	NA	0.47280005	
CDS1	NA	0.47279862	
GPR173	NA	0.47229606	
PRAMEF7	NA	0.4722683	
CACNA1C	NA	0.4722351	
CPXM2	NA	0.4722292	
ALDH1L2	NA	0.47208115	
FAM133A	NA	0.47200167	
CKAP2L	NA	0.47165436	
OTX1	NA	0.47127947	
CFAP58	NA	0.4712249	
DSCAML1	NA	0.4710844	
ZPBP	NA	0.47104663	
HS3ST4	NA	0.47083032	
STX1B	NA	0.47051367	
CNGA4	NA	0.47047356	
BHLHE41	NA	0.4704362	
ADAMTSL3	NA	0.4704265	
NUF2	NA	0.4702742	
CIT	NA	0.47023785	
DNAAF4	NA	0.47019407	
KCNH2	NA	0.46991628	
CPXM1	NA	0.46991593	
HSPA4L	NA	0.46989396	
BIRC5	NA	0.46980566	
GABRA3	NA	0.46963003	
ELN	NA	0.4693687	
GEN1	NA	0.46930435	
CHGB	NA	0.46883017	
DGKK	NA	0.4686454	
KIAA1958	NA	0.46855247	
FAM53A	NA	0.4684713	
ZNRF1	NA	0.4684651	
TMEM31	NA	0.46821824	
THAP9	NA	0.46821475	
ITGA7	NA	0.4681984	
GABBR2	NA	0.46803245	
SPEF1	NA	0.4679381	
SLC2A10	NA	0.4678601	
ALDH7A1	NA	0.46766204	
GNG12	NA	0.46745288	
CSRP2	NA	0.46726528	
AURKA	NA	0.46720412	
OTUB2	NA	0.46709514	
GLP1R	NA	0.46709082	
TRAPPC2B	NA	0.4670205	
NEK11	NA	0.46695065	
DSG2	NA	0.466865	
TSPAN12	NA	0.4668491	
LHX1	NA	0.46673086	
HS6ST2	NA	0.46666315	
CMBL	NA	0.46664017	
SPC24	NA	0.46660188	
XAGE5	NA	0.46649915	
SYTL5	NA	0.46646821	
RASL11B	NA	0.46624944	
IGDCC3	NA	0.46604672	
PTCHD4	NA	0.4658403	
ASB11	NA	0.46575242	
REXO5	NA	0.46569616	
SLC35D3	NA	0.46569	
GEM	NA	0.4656416	
PABPC5	NA	0.46490687	
FTCDNL1	NA	0.46479255	
RAET1G	NA	0.46471655	
HSD17B14	NA	0.46427512	
WNK4	NA	0.46425402	
SNX32	NA	0.4639649	
ARHGAP36	NA	0.46390548	
TLCD4-RWDD3	NA	0.46373722	
SNCAIP	NA	0.4636921	
INTU	NA	0.46280274	
LGR4	NA	0.46279678	
DNER	NA	0.46278292	
GJB1	NA	0.4626804	
FAM241A	NA	0.46266562	
SERTM2	NA	0.46246755	
CSAG1	NA	0.4624672	
PPM1E	NA	0.4621156	
CST6	NA	0.46211126	
GABRA5	NA	0.46211123	
SLC35F1	NA	0.46193567	
TCEAL6	NA	0.4618867	
LRFN1	NA	0.46182126	
CGB3	NA	0.4617035	
MRAP2	NA	0.461433	
SRSF12	NA	0.46140024	
MAGEB2	NA	0.46137413	
TUFT1	NA	0.4613215	
HCN1	NA	0.46123013	
BNC1	NA	0.4611965	
OTC	NA	0.46116358	
SGO2	NA	0.46110058	
DEFB123	NA	0.46083438	
CCNQ	NA	0.46073997	
WDR38	NA	0.46065506	
TBC1D28	NA	0.46065378	
CDON	NA	0.46054858	
LRP6	NA	0.46049374	
EDA	NA	0.46043572	
LHFPL6	NA	0.46036434	
ZNF347	NA	0.46023902	
GPR158	NA	0.4600576	
SMC1B	NA	0.46002346	
TAF5	NA	0.45995232	
ETV2	NA	0.45992208	
TCEAL5	NA	0.4598159	
NYX	NA	0.4598147	
ACAN	NA	0.45975804	
SEMA6B	NA	0.45966116	
SNX16	NA	0.45956513	
PPP1R36	NA	0.45954514	
TTC8	NA	0.45953852	
SPAG6	NA	0.45953318	
PCSK1N	NA	0.45930818	
SKA3	NA	0.45925727	
ANTXR1	NA	0.4592442	
AKR1C2	NA	0.45918864	
GABRG3	NA	0.45863727	
ATP2B3	NA	0.4585571	
SLC6A1	NA	0.45853552	
DGAT2L6	NA	0.45847285	
KRBA2	NA	0.45839643	
OCRL	NA	0.4583199	
DNALI1	NA	0.45815748	
SYT15	NA	0.4581035	
RWDD2A	NA	0.45809096	
PRELID3A	NA	0.45803127	
ORM1	NA	0.45802155	
ZNF684	NA	0.45799983	
TTC29	NA	0.45793015	
PNMA5	NA	0.45792776	
TMEM45A	NA	0.45783967	
GABRE	NA	0.4576294	
DRC7	NA	0.4573788	
DCBLD1	NA	0.45725942	
SLC8A2	NA	0.45710728	
RTL3	NA	0.45690006	
ABCG4	NA	0.45688057	
NRG2	NA	0.45682874	
FAM155A	NA	0.4567605	
ADAMTS19	NA	0.4567424	
C11orf71	NA	0.45670265	
ZNF704	NA	0.4566811	
TRPM4	NA	0.45665428	
TIMM8A	NA	0.45662776	
CT55	NA	0.45656756	
RAD54B	NA	0.4564458	
PDLIM4	NA	0.45644274	
SEMA3G	NA	0.45629406	
NKAIN3	NA	0.45616826	
BTG4	NA	0.4560763	
EPHA7	NA	0.45596483	
PRDM16	NA	0.45596313	
THAP10	NA	0.4559216	
GPR63	NA	0.45581168	
CEP250	NA	0.45574707	
LIF	NA	0.45569652	
IZUMO1	NA	0.45565915	
AC009879.2	NA	0.45565745	
FKBP14	NA	0.45562088	
HILPDA	NA	0.45558667	
CCDC58	NA	0.455406	
NRSN1	NA	0.45534396	
RNF182	NA	0.45487985	
AWAT1	NA	0.45466188	
HOXB9	NA	0.45433354	
PXT1	NA	0.4542712	
GATA6	NA	0.45416597	
IL4I1	NA	0.45416442	
CTTNBP2NL	NA	0.45407605	
HOATZ	NA	0.45392913	
TEC	NA	0.45388183	
RHBG	NA	0.45387644	
SNAI1	NA	0.45384026	
F9	NA	0.45380828	
PTPN14	NA	0.45350397	
ASB12	NA	0.45349663	
STON1	NA	0.45339566	
NIM1K	NA	0.4533945	
ZNF503	NA	0.4532947	
TRPC1	NA	0.45327973	
COL2A1	NA	0.45324785	
EMX1	NA	0.45320007	
UBE2C	NA	0.4531861	
ORC6	NA	0.45308903	
NUDT10	NA	0.4528712	
MFSD13A	NA	0.45285508	
FBLN1	NA	0.45269814	
KIF2C	NA	0.45268396	
MAPT	NA	0.45258114	
VGLL1	NA	0.4524456	
SYNC	NA	0.45228696	
MACROD1	NA	0.45212412	
TMEM169	NA	0.4520637	
ECE2	NA	0.4519861	
COL4A6	NA	0.45190176	
PAGE4	NA	0.45182145	
CAPN6	NA	0.45180985	
PKP2	NA	0.45161572	
HUNK	NA	0.45151472	
RAB36	NA	0.45151448	
CAP2	NA	0.45117688	
CT83	NA	0.45115742	
GLRB	NA	0.45099258	
SLC30A10	NA	0.4509899	
FAM161A	NA	0.45089984	
SPINDOC	NA	0.45083764	
LRRC1	NA	0.45069146	
DRP2	NA	0.45056465	
AC011462.1	NA	0.45055187	
TMEM117	NA	0.450523	
DUSP13	NA	0.4504471	
TRIM64B	NA	0.4504127	
ROPN1L	NA	0.45036817	
PPEF1	NA	0.45025063	
TENT5D	NA	0.4502354	
PCDH11X	NA	0.45015523	
WDHD1	NA	0.45011118	
CELF4	NA	0.45009136	
LPIN3	NA	0.44980264	
EMILIN3	NA	0.44979528	
DOCK3	NA	0.44970092	
VEGFD	NA	0.449558	
HSF2BP	NA	0.4495269	
ZSCAN20	NA	0.44944417	
HPCA	NA	0.44942918	
ZNF594	NA	0.44920278	
CCDC157	NA	0.44895202	
TTLL7	NA	0.44883585	
VLDLR	NA	0.4486982	
COX4I2	NA	0.44868344	
IL13RA2	NA	0.44866142	
PEAR1	NA	0.44861373	
ZC2HC1C	NA	0.44858736	
CDKN3	NA	0.44857714	
NSG2	NA	0.4484987	
CGB2	NA	0.44829267	
TBX22	NA	0.4481779	
NLGN4X	NA	0.44814566	
SOX17	NA	0.44809717	
LRRC71	NA	0.44808033	
LHX6	NA	0.44801927	
FOXM1	NA	0.44784322	
ZNF724	NA	0.44780454	
MCIDAS	NA	0.4475968	
SLC26A8	NA	0.4475966	
CALHM5	NA	0.4475608	
SZT2	NA	0.44753098	
SHISA9	NA	0.4474872	
KLHL13	NA	0.4474233	
FXYD7	NA	0.4473738	
PLK4	NA	0.44734553	
MMAB	NA	0.4472123	
KIF17	NA	0.44720694	
RIMS3	NA	0.44715542	
PNMA3	NA	0.44698027	
ZBTB12	NA	0.44692817	
CFAP92	NA	0.44691068	
SPANXN1	NA	0.44677252	
DEPDC7	NA	0.44667426	
ELL3	NA	0.44666144	
THNSL1	NA	0.4466214	
CPE	NA	0.44628268	
SIX3	NA	0.44626462	
VSIG10	NA	0.44621158	
KLHL35	NA	0.4461742	
GPR17	NA	0.44604722	
MYBL2	NA	0.4459157	
PAGE2	NA	0.44583985	
PODXL	NA	0.44570607	
ALG10B	NA	0.44568118	
SPAG5	NA	0.445636	
MKI67	NA	0.4456269	
CREG2	NA	0.4456098	
CRABP1	NA	0.44544354	
RARRES1	NA	0.4453949	
ABCC8	NA	0.44536522	
DEFB116	NA	0.44526577	
C5orf52	NA	0.44522297	
ADAMTS14	NA	0.4452152	
AFG1L	NA	0.44500384	
KCNS3	NA	0.44499388	
PLAC1	NA	0.44498155	
MAPRE3	NA	0.44490108	
NR4A3	NA	0.444763	
HMX2	NA	0.44463968	
ZNF850	NA	0.44453916	
IGSF9	NA	0.44440833	
CRACDL	NA	0.44431567	
CDKL2	NA	0.44425845	
TMEM35A	NA	0.4442574	
ASPM	NA	0.44423553	
MTBP	NA	0.44419408	
VCX	NA	0.4441678	
MMP16	NA	0.44408953	
GAD1	NA	0.44405243	
VWC2	NA	0.44395864	
TLCD5	NA	0.4438663	
RTN4RL2	NA	0.4438046	
CENPE	NA	0.44376293	
FAM114A1	NA	0.4437474	
BBOF1	NA	0.4436403	
EGFR	NA	0.44349098	
BBS5	NA	0.44326457	
FAM71E1	NA	0.44324693	
HOXC5	NA	0.44307265	
DGKI	NA	0.44296408	
VGLL2	NA	0.44292006	
TTPA	NA	0.44276062	
P4HA2	NA	0.44268316	
KIF11	NA	0.4426002	
DOCK1	NA	0.44253144	
ENKD1	NA	0.44243923	
C1orf50	NA	0.44242093	
MEIG1	NA	0.44232658	
AC026316.4	NA	0.4422066	
KNL1	NA	0.44202632	
