gene_id,gene_name,meancov1k,meancov950,meancovNDR,meancov380_190,meanFFT950,meanFFTNDR,meanSL1k,meanSL950,meansimpson1k,TPM
ENSG00000131584.19,ACAP3,0.7895957231521606,0.7852708399295807,0.494887501001358,0.7494668662548065,0.0578712848946452,0.1144837997853756,0.7335707247257233,0.7306901812553406,2.1272955,12.152
ENSG00000169972.12,PUSL1,0.5630350112915039,0.5618377923965454,0.1726747453212738,0.4902518391609192,0.097023606300354,0.1730466187000274,0.7333333492279053,0.7370242476463318,2.2913196,26.459
ENSG00000224051.7,CPTP,0.6538542807102203,0.6507218778133392,0.5059315487742424,0.621317446231842,0.1016313806176185,0.1636750996112823,0.8425373733043671,0.8477929830551147,2.15330495,8.668
ENSG00000107404.20,DVL1,0.5632785260677338,0.5701723396778107,0.4667440205812454,0.4431270807981491,0.0464091897010803,0.1010273918509483,0.7389901876449585,0.7410342991352081,2.2322048,27.254
ENSG00000162576.17,MXRA8,1.179356535275777,1.1799862384796145,1.204561710357666,1.1696450312932332,0.2142485131820043,0.2093971719344457,0.4813469052314758,0.4853024383385976,2.0459321,19.029
ENSG00000175756.13,AURKAIP1,0.6280818581581116,0.6187965571880341,0.3389003649353981,0.379636600613594,0.1071986351162195,0.1042477171868085,0.8235009461641312,0.8100502789020538,2.20619495,194.372
ENSG00000221978.12,CCNL2,0.7268092433611552,0.718034009138743,0.3589215129613876,0.5147048433621725,0.1065180003643035,0.1000765903542439,0.6309098601341248,0.6275970737139384,2.1263933,127.317
ENSG00000242485.6,MRPL20,0.6154002745946249,0.6127926111221313,0.3629076977570851,0.4939098358154297,0.0522046176095803,0.1785607387622197,0.7796444495519003,0.7827223141988119,2.0783023,165.186
ENSG00000235098.8,ANKRD65,1.0709834893544514,1.069338361422221,0.9951223731040956,1.062431732813517,0.0529854285220305,0.1069074273109436,0.5475147565205892,0.5373320778210958,2.1232676,10.466
ENSG00000179403.12,VWA1,0.8870216608047485,0.8802605867385864,0.8045028944810232,0.8224747975667318,0.1121887974441051,0.1438191061218579,0.5668561855951945,0.5816755692164103,2.1858574,31.254
ENSG00000215915.10,ATAD3C,1.4539119005203247,1.460134744644165,1.2809613943099976,1.4468348026275637,0.0352707579731941,0.1156928390264511,0.3895004093647003,0.4009090960025787,2.057281,0.821
ENSG00000160072.20,ATAD3B,0.6436445116996765,0.63035649061203,0.3006487488746643,0.5144060254096985,0.0549647994339466,0.1209691688418388,0.6368563771247864,0.5947521924972534,2.2377346,7.885
ENSG00000197785.14,ATAD3A,0.5249406397342682,0.5194728374481201,0.2865367184082667,0.4416298369566599,0.0872856527566909,0.0978746016820271,0.620802621046702,0.6131123503049215,2.148263933333333,13.427
ENSG00000160075.12,SSU72,0.6015907824039459,0.5947364568710327,0.3833737671375274,0.4979348480701446,0.0515971900895237,0.1177577637135982,0.7476193606853485,0.7270436882972717,2.109589,98.133
ENSG00000197530.12,MIB2,0.749700094972338,0.7398638640131269,0.4044334185974939,0.6151436482157026,0.0854759189699377,0.0872470587491989,0.7570960010801043,0.778784977538245,2.3196185857142857,7.473
ENSG00000248333.9,CDK11B,0.4504436254501343,0.4289429982503255,0.1986619184414545,0.1870499054590861,0.0969263166189193,0.0492525870601336,0.604938268661499,0.6294642686843872,2.3698957000000003,21.797
ENSG00000189339.12,SLC35E2B,0.1793115536371866,0.1815875122944514,0.2624633361895879,0.2433584034442901,0.0240157668789227,0.0296726518621047,0.9000286857287089,0.9036144614219666,2.450656533333333,42.58
ENSG00000008128.23,CDK11A,0.307585123181343,0.3047215402126312,0.2441924571990966,0.3164328157901764,0.0606604419648647,0.1085879564285278,0.5314025998115539,0.5793823957443237,2.66245606,15.022
ENSG00000008130.15,NADK,0.7417283207178116,0.732012465596199,0.5978817790746689,0.6383016332983971,0.0568305784836411,0.0419854902429506,0.6774889826774597,0.6700550317764282,2.1336922,19.122
ENSG00000078369.18,GNB1,0.556666374206543,0.5445815324783325,0.2470938712358474,0.3609699010848999,0.0470155179500579,0.0442285723984241,0.7194029688835144,0.7406250238418579,2.1849446,292.529
ENSG00000178821.13,TMEM52,0.7250882387161255,0.7129845917224884,0.5957001745700836,0.6096659898757935,0.0769089814275503,0.0896169021725654,0.5886156558990479,0.5760161578655243,2.20054975,12.958
ENSG00000187730.9,GABRD,0.9535056948661804,0.9455819725990297,0.4772948622703552,0.6856354475021362,0.0517880655825138,0.0832814797759056,0.4924924969673157,0.4791666567325592,2.0291142,3.615
ENSG00000067606.17,PRKCZ,1.1543713688850403,1.1538401246070862,1.009902971982956,1.08410302400589,0.0876128427684307,0.1342779912054538,0.4828298330307007,0.4783464252948761,2.03247112,23.413
ENSG00000162585.17,FAAP20,1.0088989436626434,0.9897484630346298,0.5365775376558304,0.7224376648664474,0.2097997665405273,0.1397242993116378,0.8090886324644089,0.8150187581777573,2.10195255,6.223
ENSG00000157933.10,SKI,0.4860177636146545,0.4700187444686889,0.0838318765163421,0.1366128027439117,0.037861056625843,0.0237072836607694,0.730434775352478,0.7584540843963623,2.1764908,55.951
ENSG00000116151.14,MORN1,1.0899055898189545,1.0849454253911972,0.7448490280658007,0.933271586894989,0.0492585822939872,0.1538460897281766,0.7000660002231598,0.6775737702846527,2.105741025,1.807
ENSG00000157916.20,RER1,1.0442492812871933,1.0387109071016312,0.7603646963834763,0.8474876508116722,0.0648691123351454,0.1845753863453865,0.7139305472373962,0.7169481962919235,2.1921308500000003,112.667
ENSG00000157911.11,PEX10,0.8439865112304688,0.825258731842041,0.1588358432054519,0.5244851112365723,0.0467923991382122,0.102448858320713,0.7917888760566711,0.7603833675384521,2.1855404,41.748
ENSG00000149527.18,PLCH2,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.067
ENSG00000157881.16,PANK4,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.465
ENSG00000157873.17,TNFRSF14,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.148
ENSG00000142611.17,PRDM16,0.8113229274749756,0.8021931648254395,0.7433926165103912,0.6804198026657104,0.0936358161270618,0.1357672214508056,0.4261363595724106,0.4051724076271057,2.08218585,0.106
ENSG00000130762.15,ARHGEF16,0.8843989173571268,0.8863484660784403,0.8501752018928528,0.8718140522638956,0.1012162106732527,0.1666637410720189,0.5685480733712515,0.5620595316092173,2.0677054,9.299
ENSG00000162591.16,MEGF6,0.8024621605873108,0.7904927134513855,0.4261021316051483,0.5970780253410339,0.0512137664481997,0.1081683561205864,0.5861893594264984,0.5825459659099579,2.16646745,1.126
ENSG00000158109.15,TPRG1L,0.5338004529476166,0.5257030725479126,0.1595120467245578,0.3004874140024185,0.0874125324189663,0.0658066496253013,0.7022549510002136,0.726856529712677,2.3233192000000003,27.873
ENSG00000116213.16,WRAP73,0.7070485949516296,0.7010298073291779,0.309086874127388,0.5240463614463806,0.12367619946599,0.1022533886134624,0.7024267613887787,0.7050765752792358,2.09147975,7.503
ENSG00000078900.15,TP73,0.9973860144615172,0.9963534116744996,0.9803161978721618,1.0556220173835755,0.1412239104509353,0.236759153008461,0.4520392775535583,0.4503556191921234,2.06113864,2.662
ENSG00000130764.10,LRRC47,0.6313870549201965,0.6290922164916992,0.1800265312194824,0.4095286428928375,0.1167814061045646,0.1157154142856597,0.7648401856422424,0.7584540843963623,2.2080722,58.484
ENSG00000116198.14,CEP104,0.5820475816726685,0.5755027234554291,0.1637366339564323,0.3343123942613601,0.0378968622535467,0.0640152636915445,0.6123832762241364,0.6372240483760834,2.152932,36.741
ENSG00000169598.17,DFFB,0.5771105885505676,0.5676064789295197,0.22438545525074,0.3484098762273788,0.0314756808802485,0.0881803594529628,0.6361715793609619,0.6421013176441193,2.17968415,8.907
ENSG00000198912.11,C1orf174,0.6261553764343262,0.6209555268287659,0.1887093484401703,0.3524021506309509,0.142303317785263,0.1049229204654693,0.7319819927215576,0.7326968908309937,2.1933265,42.374
ENSG00000196581.11,AJAP1,0.6654167175292969,0.6556048393249512,0.4022226631641388,0.5202353000640869,0.0920491516590118,0.1892821043729782,0.4209702610969543,0.4342761933803558,2.1097677,1.251
ENSG00000131697.18,NPHP4,0.6063165068626404,0.5995086431503296,0.1975261270999908,0.3225131630897522,0.0518634803593158,0.0495571792125701,0.6799065470695496,0.665859580039978,2.3400917,9.061
ENSG00000069424.15,KCNAB2,0.8762618899345398,0.8714559674263,0.8175342381000519,0.8167649209499359,0.0631125734071247,0.0965761106926947,0.5732291080057621,0.573782104998827,2.0562411625,1.031
ENSG00000116254.18,CHD5,0.9837279319763184,0.9777212142944336,0.753804475069046,0.8230544328689575,0.0504952613264322,0.0602648220956325,0.5288461595773697,0.5303084403276443,2.1067976,0.575
ENSG00000116251.11,RPL22,0.7185602784156799,0.715763509273529,0.5450628511607647,0.5984342768788338,0.0883771125227212,0.1351789282634854,0.5983371436595917,0.5996008813381195,2.1461018,390.945
ENSG00000116237.16,ICMT,0.55599045753479,0.5468636155128479,0.1549635380506515,0.357436329126358,0.0443561151623725,0.0515833981335163,0.6426593065261841,0.6257309913635254,2.342761,69.089
ENSG00000158292.7,GPR153,0.695487916469574,0.6873793601989746,0.5459573268890381,0.6326683759689331,0.0730823501944542,0.1182786002755165,0.5764925479888916,0.5901960730552673,2.1634696,0.929
ENSG00000097021.20,ACOT7,0.8113713959852854,0.8065484265486399,0.605268619954586,0.7427069147427877,0.1287526624898115,0.1462283457318941,0.5914017061392466,0.6024774114290873,2.0283423,55.334
ENSG00000069812.11,HES2,0.8651852607727051,0.8594027757644653,0.6813859045505524,0.804187223315239,0.1260034441947937,0.1837841160595417,0.4930131062865257,0.50688736140728,2.1158538,0.074
ENSG00000187017.17,ESPN,0.9916884303092957,0.9880765080451964,0.9753186702728271,0.964400072892507,0.1148363438745339,0.1684772223234176,0.4618010222911834,0.4575020472208659,2.032501266666667,2.883
ENSG00000215788.11,TNFRSF25,0.9777867197990416,0.972282886505127,1.010889220237732,0.9234394669532776,0.0674966365098953,0.0890474662184715,0.4408662497997284,0.4324403047561646,2.12816784,3.467
ENSG00000171680.23,PLEKHG5,0.9712481573224068,0.9712497368454932,0.9006811082363129,0.9697102978825568,0.1649496336467564,0.1764945385511964,0.5048421509563923,0.499493096023798,2.1440204375,3.486
ENSG00000162408.11,NOL9,0.7100826501846313,0.703834593296051,0.2658458054065704,0.5623243451118469,0.027046475559473,0.1639898270368576,0.5952380895614624,0.5881103873252869,2.13909,22.293
ENSG00000204859.13,ZBTB48,0.6307144165039062,0.6223059892654419,0.2083684504032135,0.4287056624889374,0.0728631019592285,0.1025197356939315,0.7149643898010254,0.713178277015686,2.1538267,22.889
ENSG00000162413.16,KLHL21,0.651603028178215,0.6483898162841797,0.5894909724593163,0.605893962085247,0.0426139384508132,0.1150330379605293,0.6214522570371628,0.6084598153829575,2.155688775,15.269
ENSG00000116273.6,PHF13,0.4317744374275207,0.4248237013816833,0.0946271866559982,0.2213339954614639,0.0369885116815567,0.051479160785675,0.6296296119689941,0.6410256624221802,2.2910159,7.009
ENSG00000041988.15,THAP3,0.71535225212574,0.7092903256416321,0.4064762517809868,0.5704696625471115,0.0690074092708528,0.1167170703411102,0.7761553078889847,0.7887513637542725,2.2260811,3.565
ENSG00000007923.16,DNAJC11,0.7819039622942606,0.773047149181366,0.5623289942741394,0.6834455529848734,0.0222065014143784,0.1142454451570908,0.6853123307228088,0.6954942941665649,2.037421,34.223
ENSG00000171735.19,CAMTA1,0.6617317845424017,0.6536245544751486,0.4882986284792423,0.5344729299346606,0.0597006119787693,0.0521984236935774,0.6048037906487783,0.6044031282265981,2.1391198166666667,10.984
ENSG00000049245.13,VAMP3,0.7389146685600281,0.732211172580719,0.1669561862945556,0.527511715888977,0.0944745168089866,0.1658709347248077,0.6012269854545593,0.6068376302719116,2.280445,108.45
ENSG00000049246.14,PER3,0.5461053848266602,0.5414682701230049,0.4302663281559944,0.4280637353658676,0.0557476468384265,0.0561153097078204,0.6644298732280731,0.670926883816719,2.114324875,19.607
ENSG00000049249.9,TNFRSF9,1.0291088819503784,1.0263102054595947,1.077611207962036,1.0747724771499634,0.0149006908759474,0.049246396869421,0.5487805008888245,0.5442875623703003,2.0851934,0.0
ENSG00000116288.13,PARK7,0.5233023762702942,0.5085606575012207,0.1053721830248832,0.3163771033287048,0.0122512172286709,0.0454710001746813,0.7862772345542908,0.7964275081952413,2.027396533333333,387.666
ENSG00000116285.13,ERRFI1,0.752316415309906,0.7413830757141113,0.5668159127235413,0.6266263872385025,0.0870420448482036,0.0740335118025541,0.6091525852680206,0.606714278459549,2.214869,63.634
ENSG00000162426.16,SLC45A1,1.1331400871276855,1.1396608352661133,1.0560916662216189,1.1004445552825928,0.1497578918933868,0.2720054090023041,0.4326732754707336,0.4275436699390411,1.96034,1.668
ENSG00000142599.19,RERE,0.6798092246055603,0.6772086143493652,0.6121246814727783,0.5902795970439911,0.0731181107461452,0.0871669948101043,0.6853947401046753,0.6801349759101868,2.18974968,154.413
ENSG00000074800.16,ENO1,0.5303995609283447,0.5272383888562521,0.38822969297568,0.4765070180098216,0.0597859087089697,0.123916042347749,0.7322513262430826,0.743366519610087,2.274695933333333,229.695
ENSG00000142583.18,SLC2A5,0.9241862694422404,0.9313159584999084,0.8939343492190043,0.9508044719696044,0.0300335008651018,0.0630938895046711,0.6231122016906738,0.6234652598698934,2.0539512,1.127
ENSG00000049239.13,H6PD,0.760237067937851,0.7551700174808502,0.5249253734946251,0.656832218170166,0.08021280169487,0.0777821317315101,0.5884549021720886,0.5941744148731232,2.0995666,35.387
ENSG00000171621.14,SPSB1,0.8805899918079376,0.8773851096630096,0.7272994816303253,0.7871427834033966,0.1184361018240451,0.0657854303717613,0.5221627056598663,0.5117986798286438,2.1101599,11.813
ENSG00000171612.7,SLC25A33,0.5635910034179688,0.5570901036262512,0.113481730222702,0.3202068209648132,0.0762352868914604,0.0477100647985935,0.7142857313156128,0.7283236980438232,2.2476313,64.477
ENSG00000188807.13,TMEM201,0.7942648828029633,0.7805541455745697,0.5965075939893723,0.5846050754189491,0.0949609540402889,0.0402225451543927,0.633270800113678,0.6371156275272369,2.12291775,17.51
ENSG00000171608.16,PIK3CD,0.9629262685775756,0.9600914418697356,0.9462433159351348,1.0031758546829224,0.2179041355848312,0.2941509783267975,0.551310807466507,0.5510973036289215,2.01086535,1.504
ENSG00000171603.18,CLSTN1,0.794537365436554,0.7905837694803873,0.5015270411968231,0.6922966043154398,0.0958011200030644,0.1559624671936035,0.5559873779614767,0.5592582623163859,2.2375184333333333,130.742
ENSG00000178585.15,CTNNBIP1,0.4806174039840698,0.4657457619905472,0.0937165282666683,0.1328628920018673,0.0385825596749782,0.0284585375338792,0.7889905869960785,0.8293060660362244,2.2626048,23.464
ENSG00000162441.12,LZIC,0.7268335968255997,0.7236116677522659,0.5975296050310135,0.6991132944822311,0.0486145559698343,0.106918940320611,0.6386884674429893,0.6417289674282074,2.166608875,42.898
ENSG00000173614.14,NMNAT1,0.7236476937929789,0.7244546016057333,0.4990747074286143,0.670017421245575,0.0900913799802462,0.1165516798694928,0.6405316789944967,0.6436494787534078,2.1064393666666668,3.944
ENSG00000162444.12,RBP7,0.9570229649543762,0.9544758200645448,0.8331614136695862,1.016265034675598,0.0955833792686462,0.126034066081047,0.5232067704200745,0.523598849773407,2.1135647,18.452
ENSG00000130939.20,UBE4B,0.6506619155406952,0.6464794278144836,0.1415363103151321,0.3245432376861572,0.1857486963272094,0.1281760931015014,0.6979484558105469,0.7072523832321167,2.26599705,78.481
ENSG00000054523.18,KIF1B,0.8569679260253906,0.8510911379541669,0.7855212731020791,0.8338246856416974,0.0493567484830107,0.1036075790013585,0.5736192635127476,0.5691510438919067,2.107742428571429,44.637
ENSG00000142657.21,PGD,0.6575538516044617,0.65057373046875,0.480926622947057,0.5578722953796387,0.0429759100079536,0.0917505224545796,0.6727081735928854,0.6813452243804932,2.1739962,92.854
ENSG00000160049.12,DFFA,0.7380250990390778,0.7247710227966309,0.3382559269666672,0.5842083990573883,0.0317261787131428,0.1635633558034896,0.6178881525993347,0.61469566822052,2.16870095,13.341
ENSG00000142655.13,PEX14,0.7491572201251984,0.7361655235290527,0.5673628151416779,0.6816339492797852,0.0590864885598421,0.1151654124259948,0.7257549166679382,0.7299873232841492,2.091222,20.611
ENSG00000130940.15,CASZ1,0.7693989872932434,0.7540538907051086,0.3668964803218841,0.6620672643184662,0.0519079603254795,0.0954034812748432,0.625,0.608743280172348,2.03311395,97.095
ENSG00000120948.18,TARDBP,0.6319637596607208,0.6248627007007599,0.565215602517128,0.5487612932920456,0.0311946203000843,0.1009366326034069,0.743719220161438,0.742092102766037,2.18656745,225.478
ENSG00000009724.17,MASP2,1.0718452334403992,1.0684775710105896,1.0874373316764832,1.0914303064346311,0.2119220122694969,0.1861878558993339,0.4484301060438156,0.4430051892995834,1.9715307,33.835
ENSG00000116649.10,SRM,0.6936260461807251,0.6909198959668478,0.5830257932345072,0.5995427469412485,0.0463362623316546,0.0691935469706853,0.6556171576182047,0.6598743001619974,2.147097833333333,509.372
ENSG00000171824.14,EXOSC10,0.6770594120025635,0.6725910305976868,0.2357963174581527,0.4775801301002502,0.0979028195142746,0.0954332575201988,0.8049382567405701,0.8066157698631287,2.085069,97.742
ENSG00000198793.13,MTOR,0.829104870557785,0.8246746957302094,0.527030348777771,0.6135725677013397,0.1399671770632267,0.1523221023380756,0.6623757481575012,0.6441099345684052,2.09253405,51.442
ENSG00000171819.5,ANGPTL7,1.0604755878448486,1.058239459991455,1.0150142908096311,0.974705696105957,0.151053786277771,0.1728826314210891,0.4802030324935913,0.4821052551269531,1.9082966,3.138
ENSG00000120942.14,UBIAD1,0.568092554807663,0.5615032017230988,0.2994855940341949,0.4234052002429962,0.0581542812287807,0.0564497467130422,0.7338289618492126,0.7345505654811859,2.1030884,47.288
ENSG00000116661.11,FBXO2,0.7503044009208679,0.7454442381858826,0.6534475088119507,0.665601372718811,0.0658950433135032,0.0357770211994648,0.6910112500190735,0.6876227855682373,2.0584416,2.345
ENSG00000132879.14,FBXO44,0.7179993987083435,0.7092826267083486,0.5347744822502136,0.6797333260377248,0.0942722205072641,0.125730333228906,0.7722158332665762,0.7529890437920889,2.0263471833333333,8.119
ENSG00000116663.11,FBXO6,0.7588690519332886,0.7521069645881653,0.3954086601734161,0.6520549654960632,0.1269911676645279,0.1562712639570236,0.6591337323188782,0.668639063835144,2.182043,6.564
ENSG00000116670.15,MAD2L2,0.7230830043554306,0.7155978679656982,0.4930345341563225,0.586733765900135,0.0890157669782638,0.0593584063462913,0.6304599493741989,0.6315044462680817,2.090862425,26.805
ENSG00000177674.16,AGTRAP,0.7221896886825562,0.7141368150711059,0.3084915280342102,0.5668178558349609,0.0525169365108013,0.1958817899227142,0.6575494050979614,0.6616459608078002,2.19194756,18.999
ENSG00000177000.13,MTHFR,0.598413610458374,0.5951948523521423,0.4397234246134758,0.5264551162719726,0.0262557907029986,0.0515356346964836,0.7914231657981873,0.8011040091514587,2.18303336,13.12
ENSG00000011021.23,CLCN6,0.5532965064048767,0.5414949357509613,0.1310688555240631,0.3007560670375824,0.0250488547608256,0.0331504391506314,0.8484236001968384,0.8651886284351349,2.1060826500000003,18.884
ENSG00000116685.16,KIAA2013,0.5518555045127869,0.5520998239517212,0.1700262278318405,0.3783839792013168,0.0831065326929092,0.081380970776081,0.6468144059181213,0.6666666865348816,2.3786298,69.467
ENSG00000083444.17,PLOD1,0.7485077381134033,0.7466847896575928,0.4356414377689361,0.6684398651123047,0.0452854968607425,0.0979407429695129,0.6336032152175903,0.6344085931777954,2.240116,76.599
ENSG00000116688.18,MFN2,0.662003368139267,0.6546267569065094,0.3037432432174682,0.4461749792098999,0.1149159334599971,0.1179221719503402,0.7969253063201904,0.7765277326107025,2.1225985,55.334
ENSG00000116691.11,MIIP,0.616110622882843,0.6021789908409119,0.1222037523984909,0.343337744474411,0.0612317435443401,0.0488380119204521,0.7125604152679443,0.7207446694374084,2.216036,15.924
ENSG00000028137.19,TNFRSF1B,0.8494966626167297,0.8400964438915253,0.7625539004802704,0.8073192834854126,0.0817502774298191,0.163083866238594,0.5963792204856873,0.5778497159481049,2.2515086,7.085
ENSG00000048707.15,VPS13D,0.8018018007278442,0.8016182333230972,0.6793972477316856,0.7611296772956848,0.0689970329403877,0.1312968451529741,0.6595343798398972,0.6708017736673355,2.0986131,48.826
ENSG00000162496.9,DHRS3,0.7897940874099731,0.7883616089820862,0.5368202328681946,0.6335068345069885,0.0880672708153724,0.0952907428145408,0.5677419304847717,0.5759637355804443,2.300278,123.923
ENSG00000162493.16,PDPN,1.289285033941269,1.2852586060762403,1.264247715473175,1.2702865451574326,0.1643590843304991,0.204115055501461,0.5059237964451313,0.5054520517587662,2.0185288125,1.723
ENSG00000116731.22,PRDM2,0.7434461712837219,0.7315592964490255,0.3755897531906764,0.5488557666540146,0.0675109177827835,0.0592541651179393,0.7023522307475408,0.6977588136990865,2.2552763499999995,71.183
ENSG00000189337.17,KAZN,0.9100887179374696,0.908621072769165,0.8685181885957718,0.8949019759893417,0.182802814990282,0.2439248263835907,0.4648484066128731,0.4594357311725616,2.02254585,2.803
ENSG00000171729.14,TMEM51,0.7316436916589737,0.7324219346046448,0.5019006207585335,0.6679723113775253,0.0868849158287048,0.1607949063181877,0.6570468544960022,0.6497585624456406,2.2540269000000004,3.655
ENSG00000142621.19,FHAD1,1.0200767914454143,1.0208322207132976,1.129621982574463,1.10269292195638,0.152759683628877,0.2113190839687983,0.5010638733704885,0.498372733592987,1.9471424333333331,0.37
ENSG00000142634.13,EFHD2,0.6941453814506531,0.6808679103851318,0.4384783208370209,0.6143304109573364,0.0743963196873664,0.0578321628272533,0.667391300201416,0.6773399114608765,2.1410105,36.444
ENSG00000132906.18,CASP9,0.4028322299321492,0.3905963500340779,0.2232500563065211,0.221214160323143,0.0698392614722251,0.0790480449795723,0.876984695593516,0.9177499214808146,2.1524472,4.83
ENSG00000116138.13,DNAJC16,0.567348043123881,0.5639603932698568,0.1088754013180732,0.2810394167900085,0.0259739675869544,0.0438767621914545,0.7993451952934265,0.8086591958999634,2.2738082,31.856
ENSG00000116771.6,AGMAT,0.9061959981918336,0.910438060760498,0.7196053266525269,0.920699656009674,0.0065953391604125,0.0477665551006794,0.5600000023841858,0.559190034866333,2.146768,1.623
ENSG00000197312.12,DDI2,0.5257525444030762,0.5177867412567139,0.1594571471214294,0.279613584280014,0.0016260757111012,0.021113047376275,0.792792797088623,0.8415841460227966,2.136593,43.516
ENSG00000116786.13,PLEKHM2,0.6004638075828552,0.5972671508789062,0.4746011793613434,0.502155065536499,0.0885328352451324,0.0819217786192894,0.7326478362083435,0.7407407164573669,2.0604184,20.237
ENSG00000162461.8,SLC25A34,1.1174190044403076,1.11847984790802,1.0998610258102417,1.130629062652588,0.0784806460142135,0.0955202281475067,0.427053153514862,0.4263959527015686,1.9863051,1.147
ENSG00000162458.13,FBLIM1,0.9717147052288057,0.9697632640600204,0.9104333519935608,0.933464616537094,0.1151657588779926,0.1805596444755792,0.5394269675016403,0.540408194065094,2.0023437,21.184
ENSG00000065526.12,SPEN,0.5391198396682739,0.5302549004554749,0.1249932423233985,0.2805142402648926,0.0349831953644752,0.0733012408018112,0.7739130258560181,0.8059210777282715,2.244782,83.741
ENSG00000116809.12,ZBTB17,0.7107459306716919,0.7009202241897583,0.2623627036809921,0.5640939871470133,0.0933291713396708,0.06148029367129,0.6897298097610474,0.6784027020136515,2.117407333333333,13.032
ENSG00000142627.13,EPHA2,0.7987226843833923,0.7968860864639282,0.6869309544563293,0.7694551348686218,0.0691222250461578,0.1011976897716522,0.6122778654098511,0.5976027250289917,2.0928566,4.87
ENSG00000142632.17,ARHGEF19,0.79356316725413,0.7884204983711243,0.5092957069476446,0.65407861272494,0.0872099536160628,0.2236941481630007,0.7097270290056864,0.7018264432748159,2.001282,1.906
ENSG00000037637.11,FBXO42,0.8037986159324646,0.7953495979309082,0.6217166036367416,0.7192696928977966,0.0504075773060321,0.0747600048780441,0.6008059084415436,0.6018457412719727,2.0886709,40.719
ENSG00000055070.17,SZRD1,0.5694046318531036,0.5629483163356781,0.2171893082559108,0.361311599612236,0.0256659006699919,0.0506000155583024,0.8160841912031174,0.827033519744873,2.131241675,95.849
ENSG00000157191.20,NECAP2,0.6540305217107137,0.6484152873357137,0.3206014037132263,0.5299702684084574,0.0472348208228747,0.0407182735701402,0.7709404031435648,0.762073814868927,2.082536133333333,29.259
ENSG00000058453.17,CROCC,1.497960329055786,1.486446976661682,1.4300585985183716,1.460680365562439,0.1514174193143844,0.0608596093952655,0.571966826915741,0.5734208226203918,2.022594,5.095
ENSG00000117122.14,MFAP2,0.9796395897865297,0.9807595312595369,0.9979567229747772,0.9697292447090148,0.1066411770880222,0.1120446063578128,0.5000413209199905,0.496341809630394,1.96594475,4.198
ENSG00000159363.19,ATP13A2,0.6958685119946798,0.6854917605717977,0.2980088293552398,0.496476670106252,0.0426371383170286,0.0525614557166894,0.6793632308642069,0.681638240814209,2.197406533333333,28.962
ENSG00000117118.10,SDHB,0.5666720867156982,0.5624092221260071,0.2036612033843994,0.3245573043823242,0.0631522834300994,0.0471222586929798,0.6717557311058044,0.6666666865348816,2.231732,157.703
